Time Stamp, Noise Level, Humidity, Temperature (*C)
2/15 16:39:50,23.53,37.00,19.00
2/15 16:39:51,24.49,37.00,19.00
2/15 16:39:52,24.49,37.00,19.00
2/15 16:39:54,23.85,37.00,19.00
2/15 16:39:55,24.17,37.00,19.00
2/15 16:39:56,24.17,37.00,19.00
2/15 16:39:57,24.17,37.00,19.00
2/15 16:39:58,24.17,37.00,19.00
2/15 16:39:59,23.85,37.00,19.00
2/15 16:40:1,25.14,37.00,19.00
2/15 16:40:2,24.81,37.00,19.00
2/15 16:40:3,24.49,37.00,19.00
2/15 16:40:4,24.81,37.00,19.00
2/15 16:40:5,23.85,37.00,19.00
2/15 16:40:6,23.85,37.00,19.00
2/15 16:40:7,24.49,37.00,19.00
2/15 16:40:8,24.81,37.00,19.00
2/15 16:40:9,24.81,37.00,19.00
2/15 16:40:10,22.56,37.00,19.00
2/15 16:40:11,24.49,37.00,19.00
2/15 16:40:13,24.49,37.00,19.00
2/15 16:40:14,24.49,37.00,19.00
2/15 16:40:15,23.85,37.00,19.00
2/15 16:40:16,24.81,37.00,19.00
2/15 16:40:17,24.49,37.00,19.00
2/15 16:40:18,24.17,37.00,19.00
2/15 16:40:20,25.14,37.00,19.00
2/15 16:40:21,24.17,37.00,19.00
2/15 16:40:22,24.49,37.00,19.00
2/15 16:40:23,23.85,37.00,19.00
2/15 16:40:24,24.49,37.00,19.00
2/15 16:40:25,24.49,37.00,19.00
2/15 16:40:26,24.81,37.00,19.00
2/15 16:40:27,23.53,37.00,19.00
2/15 16:40:28,25.14,37.00,19.00
2/15 16:40:29,24.49,37.00,19.00
2/15 16:40:30,24.49,37.00,19.00
2/15 16:40:32,24.17,37.00,19.00
2/15 16:40:33,24.17,37.00,19.00
2/15 16:40:34,24.17,37.00,19.00
2/15 16:40:35,25.14,37.00,19.00
2/15 16:40:36,24.81,37.00,19.00
2/15 16:40:37,24.49,37.00,19.00
2/15 16:40:39,24.81,37.00,19.00
2/15 16:40:40,24.17,37.00,19.00
2/15 16:40:41,24.17,37.00,19.00
2/15 16:40:42,23.85,37.00,19.00
2/15 16:40:43,23.85,37.00,19.00
2/15 16:40:44,24.81,37.00,19.00
2/15 16:40:46,24.81,37.00,19.00
2/15 16:40:47,24.49,37.00,19.00
2/15 16:40:48,23.20,37.00,19.00
2/15 16:40:49,24.17,37.00,19.00
2/15 16:40:50,24.81,37.00,19.00
2/15 16:40:51,24.81,37.00,19.00
2/15 16:40:52,25.14,37.00,19.00
2/15 16:40:53,24.49,37.00,19.00
2/15 16:40:54,24.17,37.00,19.00
2/15 16:40:55,24.49,37.00,19.00
2/15 16:40:56,23.85,37.00,19.00
2/15 16:40:58,24.81,37.00,19.00
2/15 16:40:59,24.81,37.00,19.00
2/15 16:41:0,24.81,37.00,19.00
2/15 16:41:1,24.81,37.00,19.00
2/15 16:41:2,24.81,37.00,19.00
2/15 16:41:3,24.49,37.00,19.00
2/15 16:41:5,23.53,37.00,19.00
2/15 16:41:6,24.17,37.00,19.00
2/15 16:41:7,25.14,37.00,19.00
2/15 16:41:8,24.81,37.00,19.00
2/15 16:41:9,24.17,37.00,19.00
2/15 16:41:10,24.17,37.00,19.00
2/15 16:41:11,24.17,37.00,19.00
2/15 16:41:12,23.85,37.00,19.00
2/15 16:41:13,22.88,37.00,19.00
2/15 16:41:14,24.17,37.00,19.00
2/15 16:41:15,24.81,37.00,19.00
2/15 16:41:17,24.81,37.00,19.00
2/15 16:41:18,24.81,37.00,19.00
2/15 16:41:19,24.17,37.00,19.00
2/15 16:41:20,24.17,37.00,19.00
2/15 16:41:21,24.17,37.00,19.00
2/15 16:41:22,24.17,37.00,19.00
2/15 16:41:24,24.49,37.00,19.00
2/15 16:41:25,23.53,37.00,19.00
2/15 16:41:26,24.17,37.00,19.00
2/15 16:41:27,24.81,37.00,19.00
2/15 16:41:28,24.49,37.00,19.00
2/15 16:41:29,24.81,37.00,19.00
2/15 16:41:31,23.53,37.00,19.00
2/15 16:41:32,24.49,37.00,19.00
2/15 16:41:33,25.14,37.00,19.00
2/15 16:41:34,24.81,37.00,19.00
2/15 16:41:35,23.85,37.00,19.00
2/15 16:41:36,23.85,37.00,19.00
2/15 16:41:37,24.17,37.00,19.00
2/15 16:41:38,24.17,37.00,19.00
2/15 16:41:39,24.49,37.00,19.00
2/15 16:41:40,24.49,37.00,19.00
2/15 16:41:41,24.17,37.00,19.00
2/15 16:41:43,24.49,37.00,19.00
2/15 16:41:44,23.85,37.00,19.00
2/15 16:41:45,25.14,37.00,19.00
2/15 16:41:46,23.85,37.00,19.00
2/15 16:41:47,23.53,37.00,19.00
2/15 16:41:48,25.14,37.00,19.00
2/15 16:41:50,24.81,37.00,19.00
2/15 16:41:51,24.49,37.00,19.00
2/15 16:41:52,24.17,37.00,19.00
2/15 16:41:53,25.14,37.00,19.00
2/15 16:41:54,23.53,37.00,19.00
2/15 16:41:55,24.17,37.00,19.00
2/15 16:41:57,24.17,37.00,19.00
2/15 16:41:58,24.81,37.00,19.00
2/15 16:41:59,24.49,37.00,19.00
2/15 16:42:0,24.17,37.00,19.00
2/15 16:42:2,24.17,37.00,19.00
2/15 16:42:3,24.49,37.00,19.00
2/15 16:42:4,23.85,37.00,19.00
2/15 16:42:5,24.49,37.00,19.00
2/15 16:42:6,25.14,37.00,19.00
2/15 16:42:7,24.49,37.00,19.00
2/15 16:42:9,24.49,37.00,19.00
2/15 16:42:10,24.17,37.00,19.00
2/15 16:42:11,24.49,37.00,19.00
2/15 16:42:12,24.49,37.00,19.00
2/15 16:42:13,24.17,37.00,19.00
2/15 16:42:14,24.17,37.00,19.00
2/15 16:42:16,24.49,37.00,19.00
2/15 16:42:17,24.81,37.00,19.00
2/15 16:42:18,24.81,37.00,19.00
2/15 16:42:19,24.81,37.00,19.00
2/15 16:42:20,24.17,37.00,19.00
2/15 16:42:21,24.49,37.00,19.00
2/15 16:42:22,24.49,37.00,19.00
2/15 16:42:23,24.49,37.00,19.00
2/15 16:42:24,24.81,37.00,19.00
2/15 16:42:25,23.53,37.00,19.00
2/15 16:42:26,23.85,37.00,19.00
2/15 16:42:28,25.14,37.00,19.00
2/15 16:42:29,24.49,37.00,19.00
2/15 16:42:30,24.81,37.00,19.00
2/15 16:42:31,24.49,37.00,19.00
2/15 16:42:32,24.81,37.00,19.00
2/15 16:42:33,24.49,37.00,19.00
2/15 16:42:35,24.49,37.00,19.00
2/15 16:42:36,24.81,37.00,19.00
2/15 16:42:37,24.17,37.00,19.00
2/15 16:42:38,24.17,37.00,19.00
2/15 16:42:39,24.17,37.00,19.00
2/15 16:42:40,23.85,37.00,19.00
2/15 16:42:41,23.85,37.00,19.00
2/15 16:42:42,24.81,37.00,19.00
2/15 16:42:43,24.17,37.00,19.00
2/15 16:42:44,24.17,37.00,19.00
2/15 16:42:45,23.20,37.00,19.00
2/15 16:42:47,24.17,37.00,19.00
2/15 16:42:48,24.81,37.00,19.00
2/15 16:42:49,24.81,37.00,19.00
2/15 16:42:50,24.49,37.00,19.00
2/15 16:42:51,24.17,37.00,19.00
2/15 16:42:52,23.85,37.00,19.00
2/15 16:42:54,24.81,37.00,19.00
2/15 16:42:55,24.17,37.00,19.00
2/15 16:42:56,24.17,37.00,19.00
2/15 16:42:57,23.53,37.00,19.00
2/15 16:42:58,25.14,37.00,19.00
2/15 16:42:59,24.81,37.00,19.00
2/15 16:43:1,24.49,37.00,19.00
2/15 16:43:2,24.17,37.00,19.00
2/15 16:43:3,24.17,37.00,19.00
2/15 16:43:4,24.17,37.00,19.00
2/15 16:43:5,24.81,37.00,19.00
2/15 16:43:6,24.81,37.00,19.00
2/15 16:43:7,24.49,37.00,19.00
2/15 16:43:9,24.49,37.00,19.00
2/15 16:43:10,24.17,37.00,19.00
2/15 16:43:11,24.81,37.00,19.00
2/15 16:43:12,24.17,37.00,19.00
2/15 16:43:14,24.81,37.00,19.00
2/15 16:43:15,24.17,37.00,19.00
2/15 16:43:16,23.20,37.00,19.00
2/15 16:43:17,24.49,37.00,19.00
2/15 16:43:18,24.81,37.00,19.00
2/15 16:43:19,24.81,37.00,19.00
2/15 16:43:21,23.85,37.00,19.00
2/15 16:43:22,24.17,37.00,19.00
2/15 16:43:23,24.81,37.00,19.00
2/15 16:43:24,24.81,37.00,19.00
2/15 16:43:25,23.85,37.00,19.00
2/15 16:43:26,24.81,37.00,19.00
2/15 16:43:27,24.81,37.00,19.00
2/15 16:43:28,24.17,37.00,19.00
2/15 16:43:29,24.81,37.00,19.00
2/15 16:43:30,24.49,37.00,19.00
2/15 16:43:31,23.85,37.00,19.00
2/15 16:43:33,24.81,37.00,19.00
2/15 16:43:34,24.17,37.00,19.00
2/15 16:43:35,23.53,37.00,19.00
2/15 16:43:36,24.49,37.00,19.00
2/15 16:43:37,24.81,37.00,19.00
2/15 16:43:38,24.17,37.00,19.00
2/15 16:43:40,24.17,37.00,19.00
2/15 16:43:41,24.49,37.00,19.00
2/15 16:43:42,24.81,37.00,19.00
2/15 16:43:43,24.17,37.00,19.00
2/15 16:43:44,24.49,37.00,19.00
2/15 16:43:45,24.49,37.00,19.00
2/15 16:43:47,24.49,37.00,19.00
2/15 16:43:48,24.49,37.00,19.00
2/15 16:43:49,24.49,37.00,19.00
2/15 16:43:50,24.49,37.00,19.00
2/15 16:43:51,24.17,37.00,19.00
2/15 16:43:52,24.17,37.00,19.00
2/15 16:43:53,24.81,37.00,19.00
2/15 16:43:54,24.49,37.00,19.00
2/15 16:43:55,24.49,37.00,19.00
2/15 16:43:56,24.81,37.00,19.00
2/15 16:43:57,24.49,37.00,19.00
2/15 16:43:59,23.53,37.00,19.00
2/15 16:44:0,24.81,37.00,19.00
2/15 16:44:1,25.14,37.00,19.00
2/15 16:44:2,23.85,37.00,19.00
2/15 16:44:3,24.17,37.00,19.00
2/15 16:44:4,24.17,37.00,19.00
2/15 16:44:6,24.49,37.00,19.00
2/15 16:44:7,24.81,37.00,19.00
2/15 16:44:8,24.17,37.00,19.00
2/15 16:44:9,23.85,37.00,19.00
2/15 16:44:10,24.49,37.00,19.00
2/15 16:44:11,24.49,37.00,19.00
2/15 16:44:12,24.49,37.00,19.00
2/15 16:44:13,24.81,37.00,19.00
2/15 16:44:14,24.49,37.00,19.00
2/15 16:44:15,24.17,37.00,19.00
2/15 16:44:16,24.17,37.00,19.00
2/15 16:44:18,24.17,37.00,19.00
2/15 16:44:19,24.49,37.00,19.00
2/15 16:44:20,23.85,37.00,19.00
2/15 16:44:21,24.17,37.00,19.00
2/15 16:44:22,24.49,37.00,19.00
2/15 16:44:23,24.81,37.00,19.00
2/15 16:44:25,24.81,37.00,19.00
2/15 16:44:26,24.49,37.00,19.00
2/15 16:44:27,24.49,37.00,19.00
2/15 16:44:28,24.17,37.00,19.00
2/15 16:44:29,24.17,37.00,19.00
2/15 16:44:30,25.14,37.00,19.00
2/15 16:44:32,24.17,37.00,19.00
2/15 16:44:33,23.85,37.00,19.00
2/15 16:44:34,24.17,37.00,19.00
2/15 16:44:35,25.14,37.00,19.00
2/15 16:44:36,23.85,37.00,19.00
2/15 16:44:37,23.85,37.00,19.00
2/15 16:44:38,24.81,37.00,19.00
2/15 16:44:39,24.49,37.00,19.00
2/15 16:44:40,24.49,37.00,19.00
2/15 16:44:41,25.14,37.00,19.00
2/15 16:44:42,24.81,37.00,19.00
2/15 16:44:44,24.49,37.00,19.00
2/15 16:44:45,24.17,37.00,19.00
2/15 16:44:46,24.49,37.00,19.00
2/15 16:44:47,24.81,37.00,19.00
2/15 16:44:48,23.85,37.00,19.00
2/15 16:44:49,23.85,37.00,19.00
2/15 16:44:51,24.49,37.00,19.00
2/15 16:44:52,24.49,37.00,19.00
2/15 16:44:53,23.85,37.00,19.00
2/15 16:44:54,24.81,37.00,19.00
2/15 16:44:55,24.81,37.00,19.00
2/15 16:44:56,23.85,37.00,19.00
2/15 16:44:58,24.81,37.00,19.00
2/15 16:44:59,23.85,37.00,19.00
2/15 16:45:0,23.85,37.00,19.00
2/15 16:45:1,24.49,37.00,19.00
2/15 16:45:3,24.49,37.00,19.00
2/15 16:45:4,24.17,37.00,19.00
2/15 16:45:5,24.17,37.00,19.00
2/15 16:45:6,25.14,37.00,19.00
2/15 16:45:7,24.49,37.00,19.00
2/15 16:45:8,24.17,37.00,19.00
2/15 16:45:10,24.17,37.00,19.00
2/15 16:45:11,24.49,37.00,19.00
2/15 16:45:12,24.17,37.00,19.00
2/15 16:45:13,23.85,37.00,19.00
2/15 16:45:14,24.81,37.00,19.00
2/15 16:45:15,24.81,37.00,19.00
2/15 16:45:17,24.17,37.00,19.00
2/15 16:45:18,24.81,37.00,19.00
2/15 16:45:19,23.20,37.00,19.00
2/15 16:45:20,24.49,37.00,19.00
2/15 16:45:21,24.17,37.00,19.00
2/15 16:45:22,24.17,37.00,19.00
2/15 16:45:23,23.85,37.00,19.00
2/15 16:45:24,25.46,37.00,19.00
2/15 16:45:25,24.17,37.00,19.00
2/15 16:45:26,23.85,37.00,19.00
2/15 16:45:27,24.81,37.00,19.00
2/15 16:45:29,24.81,37.00,19.00
2/15 16:45:30,24.49,37.00,19.00
2/15 16:45:31,24.81,37.00,19.00
2/15 16:45:32,23.85,37.00,19.00
2/15 16:45:33,24.81,37.00,19.00
2/15 16:45:34,24.17,37.00,19.00
2/15 16:45:36,25.46,37.00,19.00
2/15 16:45:37,25.14,37.00,19.00
2/15 16:45:38,24.81,37.00,19.00
2/15 16:45:39,24.81,37.00,19.00
2/15 16:45:40,25.14,37.00,19.00
2/15 16:45:41,24.49,37.00,19.00
2/15 16:45:42,24.49,37.00,19.00
2/15 16:45:43,24.17,37.00,19.00
2/15 16:45:44,24.17,37.00,19.00
2/15 16:45:45,25.14,37.00,19.00
2/15 16:45:46,24.49,37.00,19.00
2/15 16:45:48,24.81,37.00,19.00
2/15 16:45:49,24.49,37.00,19.00
2/15 16:45:50,23.85,37.00,19.00
2/15 16:45:51,23.20,37.00,19.00
2/15 16:45:52,24.81,37.00,19.00
2/15 16:45:53,24.49,37.00,19.00
2/15 16:45:55,24.17,37.00,19.00
2/15 16:45:56,24.49,37.00,19.00
2/15 16:45:57,24.17,37.00,19.00
2/15 16:45:58,24.81,37.00,19.00
2/15 16:45:59,23.85,37.00,19.00
2/15 16:46:0,23.53,37.00,19.00
2/15 16:46:2,22.88,37.00,19.00
2/15 16:46:3,24.17,37.00,19.00
2/15 16:46:4,24.81,37.00,19.00
2/15 16:46:5,23.85,37.00,19.00
2/15 16:46:6,24.49,37.00,19.00
2/15 16:46:7,24.49,37.00,19.00
2/15 16:46:8,24.49,37.00,19.00
2/15 16:46:9,23.20,37.00,19.00
2/15 16:46:10,25.14,37.00,19.00
2/15 16:46:11,24.81,37.00,19.00
2/15 16:46:12,24.17,37.00,19.00
2/15 16:46:14,24.17,37.00,19.00
2/15 16:46:15,23.85,37.00,19.00
2/15 16:46:16,24.81,37.00,19.00
2/15 16:46:17,24.49,37.00,19.00
2/15 16:46:18,24.81,37.00,19.00
2/15 16:46:19,24.81,37.00,19.00
2/15 16:46:21,24.49,37.00,19.00
2/15 16:46:22,24.17,37.00,19.00
2/15 16:46:23,24.81,37.00,19.00
2/15 16:46:24,24.49,37.00,19.00
2/15 16:46:25,23.85,37.00,19.00
2/15 16:46:26,24.81,37.00,19.00
2/15 16:46:28,24.17,37.00,19.00
2/15 16:46:29,24.49,37.00,19.00
2/15 16:46:30,24.49,37.00,19.00
2/15 16:46:31,24.17,37.00,19.00
2/15 16:46:32,23.85,37.00,19.00
2/15 16:46:33,23.85,37.00,19.00
2/15 16:46:34,23.20,37.00,19.00
2/15 16:46:35,24.49,37.00,19.00
2/15 16:46:36,24.49,37.00,19.00
2/15 16:46:37,24.49,37.00,19.00
2/15 16:46:38,24.17,37.00,19.00
2/15 16:46:40,24.17,37.00,19.00
2/15 16:46:41,24.17,37.00,19.00
2/15 16:46:42,25.14,37.00,19.00
2/15 16:46:43,24.17,37.00,19.00
2/15 16:46:44,23.20,37.00,19.00
2/15 16:46:45,24.49,37.00,19.00
2/15 16:46:47,23.85,37.00,19.00
2/15 16:46:48,23.85,37.00,19.00
2/15 16:46:49,24.17,37.00,19.00
2/15 16:46:51,24.49,37.00,19.00
2/15 16:46:52,24.49,37.00,19.00
2/15 16:46:53,24.49,37.00,19.00
2/15 16:46:55,25.14,37.00,19.00
2/15 16:46:56,24.81,37.00,19.00
2/15 16:46:57,23.85,37.00,19.00
2/15 16:46:58,23.85,37.00,19.00
2/15 16:47:0,24.81,37.00,19.00
2/15 16:47:1,24.49,37.00,19.00
2/15 16:47:2,24.17,37.00,19.00
2/15 16:47:3,24.81,37.00,19.00
2/15 16:47:4,24.49,37.00,19.00
2/15 16:47:5,23.85,37.00,19.00
2/15 16:47:7,24.17,37.00,19.00
2/15 16:47:8,24.17,37.00,19.00
2/15 16:47:9,24.49,37.00,19.00
2/15 16:47:10,24.17,37.00,19.00
2/15 16:47:11,23.53,37.00,19.00
2/15 16:47:12,24.49,37.00,19.00
2/15 16:47:14,24.81,37.00,19.00
2/15 16:47:15,24.17,37.00,19.00
