DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/21 21:33:2,26,13.83,515,237,122,0
2/21 21:33:3,26,13.83,511,242,123,0
2/21 21:33:4,26,13.54,512,300,121,0
2/21 21:33:5,26,13.54,514,329,122,0
2/21 21:33:6,26,13.54,512,307,122,0
2/21 21:33:7,26,13.54,524,280,122,0
2/21 21:33:8,26,13.54,518,230,122,0
2/21 21:33:9,26,13.54,521,281,121,0
2/21 21:33:10,26,13.24,522,294,121,0
2/21 21:33:11,26,13.24,500,239,121,0
2/21 21:33:12,26,13.54,513,237,121,0
2/21 21:33:13,26,13.24,502,285,120,0
2/21 21:33:14,26,13.54,513,251,121,0
2/21 21:33:15,26,13.24,513,238,121,0
2/21 21:33:16,26,13.54,511,240,121,0
2/21 21:33:17,26,13.54,512,271,121,0
2/21 21:33:18,26,13.83,523,250,120,0
2/21 21:33:19,26,13.54,518,237,120,0
2/21 21:33:20,26,13.83,517,235,120,0
2/21 21:33:21,26,13.54,520,288,121,0
2/21 21:33:22,26,13.54,507,266,120,0
2/21 21:33:23,26,13.54,515,237,121,0
2/21 21:33:24,26,13.54,510,236,120,0
2/21 21:33:25,26,13.54,512,238,121,0
2/21 21:33:26,26,13.54,511,235,121,0
2/21 21:33:27,26,13.54,515,285,121,0
2/21 21:33:28,26,13.54,507,293,121,0
2/21 21:33:29,26,13.54,515,240,120,0
2/21 21:33:30,26,13.54,510,297,121,0
2/21 21:33:31,26,13.54,519,231,121,0
2/21 21:33:32,26,14.12,511,273,121,0
2/21 21:33:33,26,13.54,513,289,121,0
2/21 21:33:34,26,13.54,505,254,122,0
2/21 21:33:35,26,13.54,518,236,121,0
2/21 21:33:36,26,13.54,506,260,121,0
2/21 21:33:37,26,13.54,514,319,122,0
2/21 21:33:38,26,13.83,507,237,122,0
2/21 21:33:39,26,13.54,519,243,121,0
2/21 21:33:40,26,13.54,491,229,121,0
2/21 21:33:41,26,13.54,505,282,123,0
2/21 21:33:42,26,13.54,496,292,121,0
2/21 21:33:43,26,13.54,502,296,122,0
2/21 21:33:44,26,13.54,520,232,121,0
2/21 21:33:45,26,13.54,507,232,121,0
2/21 21:33:46,26,13.54,510,263,119,0
2/21 21:33:47,26,13.54,523,285,121,0
2/21 21:33:48,26,13.83,500,227,121,0
2/21 21:33:49,26,13.54,494,255,120,0
2/21 21:33:50,26,13.54,515,294,121,0
2/21 21:33:51,26,13.54,518,232,121,0
2/21 21:33:52,26,13.54,520,294,122,0
2/21 21:33:53,26,13.54,523,224,121,0
2/21 21:33:54,26,13.24,528,277,122,0
2/21 21:33:55,26,13.54,500,346,121,0
2/21 21:33:56,26,13.54,512,326,122,0
2/21 21:33:57,26,13.54,504,223,122,0
2/21 21:33:58,26,14.12,508,264,122,0
2/21 21:33:59,26,13.54,514,262,121,0
2/21 21:34:0,26,13.54,517,302,122,0
2/21 21:34:1,26,13.24,492,274,122,0
2/21 21:34:2,26,13.54,511,289,122,0
2/21 21:34:3,26,13.24,517,253,123,0
2/21 21:34:4,26,13.54,503,227,121,0
2/21 21:34:5,26,13.54,522,281,122,0
2/21 21:34:6,26,13.54,505,229,122,0
2/21 21:34:7,26,13.54,508,366,122,0
2/21 21:34:8,26,13.54,528,270,121,0
2/21 21:34:9,26,13.24,508,230,122,0
2/21 21:34:9,26,13.24,508,230,122,0
2/21 21:34:11,26,13.54,521,285,121,0
2/21 21:34:12,26,13.54,504,229,122,0
2/21 21:34:13,26,13.54,520,237,121,0
2/21 21:34:14,26,13.54,531,285,122,0
2/21 21:34:15,26,13.54,514,244,121,0
2/21 21:34:16,26,13.83,508,291,122,0
2/21 21:34:17,26,13.54,505,238,122,0
2/21 21:34:18,26,13.54,522,268,122,0
2/21 21:34:19,26,12.95,518,282,122,0
2/21 21:34:20,26,13.54,508,287,121,0
2/21 21:34:21,26,13.54,505,262,122,0
2/21 21:34:22,26,13.54,523,237,122,0
2/21 21:34:23,26,13.54,529,240,122,0
2/21 21:34:24,26,13.54,515,238,122,0
2/21 21:34:25,26,13.24,519,289,122,0
2/21 21:34:26,26,13.54,522,251,122,0
2/21 21:34:27,26,13.54,531,229,121,0
2/21 21:34:28,26,13.54,527,251,122,0
2/21 21:34:29,26,13.83,532,305,122,0
2/21 21:34:30,26,13.54,515,277,122,0
2/21 21:34:31,26,13.83,545,323,121,0
2/21 21:34:32,26,13.54,520,253,122,0
2/21 21:34:33,26,13.54,435,304,122,0
2/21 21:34:34,26,13.54,496,289,122,0
2/21 21:34:35,26,13.54,495,292,122,0
2/21 21:34:36,26,13.54,448,297,122,0
2/21 21:34:37,26,13.54,506,271,121,0
2/21 21:34:38,26,13.54,576,223,121,0
2/21 21:34:39,26,13.83,533,285,123,0
2/21 21:34:40,26,13.54,510,227,122,0
2/21 21:34:41,26,13.54,517,306,122,0
2/21 21:34:42,26,13.54,416,282,121,0
2/21 21:34:43,26,13.54,514,253,121,0
2/21 21:34:44,26,13.54,440,295,121,0
2/21 21:34:45,26,13.54,575,312,122,0
2/21 21:34:46,26,13.54,537,266,121,0
2/21 21:34:47,26,13.54,494,228,121,0
2/21 21:34:48,26,13.54,511,235,121,0
2/21 21:34:49,26,13.54,548,224,121,0
2/21 21:34:50,26,13.54,494,284,122,0
2/21 21:34:51,26,12.95,494,249,122,0
2/21 21:34:52,26,13.54,572,237,121,0
2/21 21:34:53,26,13.54,546,313,122,0
2/21 21:34:54,26,13.54,478,281,122,0
2/21 21:34:55,26,13.54,473,298,122,0
2/21 21:34:56,26,13.83,533,234,122,0
2/21 21:34:57,26,13.54,505,266,122,0
2/21 21:34:58,26,13.54,472,322,122,0
2/21 21:34:59,26,13.54,525,226,122,0
2/21 21:35:0,26,13.83,494,227,122,0
2/21 21:35:1,26,13.54,545,298,121,0
2/21 21:35:2,26,13.54,456,285,122,0
2/21 21:35:3,26,13.54,488,306,122,0
2/21 21:35:4,26,13.54,510,232,122,0
2/21 21:35:5,26,14.41,507,232,122,0
2/21 21:35:6,26,13.54,553,287,122,0
2/21 21:35:7,26,14.12,494,315,122,0
2/21 21:35:8,26,13.54,514,286,122,0
2/21 21:35:9,26,13.24,510,247,122,0
2/21 21:35:10,26,13.83,518,289,122,0
2/21 21:35:11,26,13.54,513,281,122,0
2/21 21:35:12,26,13.54,513,267,123,0
2/21 21:35:13,26,13.54,508,258,122,0
2/21 21:35:14,26,13.54,512,282,123,0
2/21 21:35:15,26,13.54,515,292,122,0
2/21 21:35:16,26,13.54,514,244,123,0
2/21 21:35:17,26,13.24,513,265,123,0
2/21 21:35:18,26,13.54,523,244,123,0
2/21 21:35:19,26,13.54,511,297,123,0
2/21 21:35:20,26,13.54,513,286,123,0
2/21 21:35:21,26,13.54,515,260,122,0
2/21 21:35:22,26,13.54,513,271,122,0
2/21 21:35:23,26,13.54,511,283,123,0
