Time Stamp, Noise Level, Humidity, Temperature (*C)
2/21 18:59:53,25.14,38.00,18.00
2/21 18:59:54,25.46,38.00,18.00
2/21 18:59:55,24.17,38.00,18.00
2/21 18:59:56,26.10,38.00,18.00
2/21 18:59:57,25.14,38.00,18.00
2/21 18:59:58,25.14,38.00,18.00
2/21 19:0:0,25.46,38.00,18.00
2/21 19:0:1,25.78,38.00,18.00
2/21 19:0:2,25.78,38.00,18.00
2/21 19:0:3,24.49,38.00,18.00
2/21 19:0:5,25.46,38.00,18.00
2/21 19:0:6,25.46,38.00,18.00
2/21 19:0:7,25.78,38.00,18.00
2/21 19:0:8,25.78,38.00,18.00
2/21 19:0:9,25.46,38.00,18.00
2/21 19:0:10,24.81,38.00,18.00
2/21 19:0:12,25.78,38.00,18.00
2/21 19:0:13,25.14,38.00,18.00
2/21 19:0:14,25.78,38.00,18.00
2/21 19:0:15,25.14,38.00,18.00
2/21 19:0:16,25.46,38.00,18.00
2/21 19:0:17,26.10,38.00,18.00
2/21 19:0:19,25.78,38.00,18.00
2/21 19:0:20,25.46,38.00,18.00
2/21 19:0:21,25.78,38.00,18.00
2/21 19:0:22,25.46,38.00,18.00
2/21 19:0:23,25.46,38.00,18.00
2/21 19:0:24,25.78,38.00,18.00
2/21 19:0:26,25.78,38.00,18.00
2/21 19:0:27,25.14,38.00,18.00
2/21 19:0:28,25.14,38.00,18.00
2/21 19:0:29,25.46,38.00,18.00
2/21 19:0:31,25.78,38.00,18.00
2/21 19:0:32,25.14,38.00,18.00
2/21 19:0:33,24.81,38.00,18.00
2/21 19:0:34,25.14,38.00,18.00
2/21 19:0:35,24.49,38.00,18.00
2/21 19:0:36,25.14,38.00,18.00
2/21 19:0:38,24.81,38.00,18.00
2/21 19:0:39,25.14,38.00,18.00
2/21 19:0:40,25.46,38.00,18.00
2/21 19:0:41,24.81,38.00,18.00
2/21 19:0:42,25.46,38.00,18.00
2/21 19:0:43,26.10,38.00,18.00
2/21 19:0:45,26.10,38.00,18.00
2/21 19:0:46,25.14,38.00,18.00
2/21 19:0:47,25.78,38.00,18.00
2/21 19:0:48,25.14,38.00,18.00
2/21 19:0:49,25.78,38.00,18.00
2/21 19:0:50,24.81,38.00,18.00
2/21 19:0:51,24.81,38.00,18.00
2/21 19:0:52,24.49,38.00,18.00
2/21 19:0:53,24.17,38.00,18.00
2/21 19:0:54,25.78,38.00,18.00
2/21 19:0:55,25.14,38.00,18.00
2/21 19:0:57,25.46,38.00,18.00
2/21 19:0:58,25.46,38.00,18.00
2/21 19:0:59,24.49,38.00,18.00
2/21 19:1:0,25.46,38.00,18.00
2/21 19:1:1,25.14,38.00,18.00
2/21 19:1:2,25.78,38.00,18.00
2/21 19:1:4,25.46,38.00,18.00
2/21 19:1:5,25.14,38.00,18.00
2/21 19:1:6,25.46,38.00,18.00
2/21 19:1:7,25.78,38.00,18.00
2/21 19:1:8,25.14,38.00,18.00
2/21 19:1:9,25.46,38.00,18.00
2/21 19:1:11,25.78,38.00,18.00
2/21 19:1:12,24.17,38.00,18.00
2/21 19:1:13,24.81,38.00,18.00
2/21 19:1:14,25.14,38.00,18.00
2/21 19:1:15,25.46,38.00,18.00
2/21 19:1:16,25.46,38.00,18.00
2/21 19:1:17,25.46,38.00,18.00
2/21 19:1:18,24.81,38.00,18.00
2/21 19:1:19,24.81,38.00,18.00
2/21 19:1:20,25.46,38.00,18.00
2/21 19:1:21,24.49,38.00,18.00
2/21 19:1:23,25.78,38.00,18.00
2/21 19:1:24,25.14,38.00,18.00
2/21 19:1:25,25.14,38.00,18.00
2/21 19:1:26,24.81,38.00,18.00
2/21 19:1:27,25.46,38.00,18.00
2/21 19:1:28,24.49,38.00,18.00
2/21 19:1:30,24.81,38.00,18.00
2/21 19:1:31,24.17,38.00,18.00
2/21 19:1:32,25.46,38.00,18.00
2/21 19:1:33,25.14,38.00,18.00
2/21 19:1:34,24.81,38.00,18.00
2/21 19:1:35,25.14,38.00,18.00
2/21 19:1:37,25.78,38.00,18.00
2/21 19:1:38,25.46,38.00,18.00
2/21 19:1:39,25.78,38.00,18.00
2/21 19:1:40,24.49,38.00,18.00
2/21 19:1:41,25.78,38.00,18.00
2/21 19:1:42,25.14,38.00,18.00
2/21 19:1:43,25.14,38.00,18.00
2/21 19:1:44,26.10,38.00,18.00
2/21 19:1:45,25.14,38.00,18.00
2/21 19:1:46,25.46,38.00,18.00
2/21 19:1:47,24.81,38.00,18.00
2/21 19:1:49,25.14,38.00,18.00
2/21 19:1:50,24.49,38.00,18.00
2/21 19:1:51,24.81,38.00,18.00
2/21 19:1:52,25.46,38.00,18.00
2/21 19:1:53,25.46,38.00,18.00
2/21 19:1:54,25.78,38.00,18.00
2/21 19:1:57,25.78,38.00,18.00
2/21 19:1:58,25.46,38.00,18.00
2/21 19:1:59,25.46,38.00,18.00
2/21 19:2:0,24.81,38.00,18.00
2/21 19:2:1,25.78,38.00,18.00
2/21 19:2:2,24.81,38.00,18.00
2/21 19:2:4,25.78,38.00,18.00
2/21 19:2:5,25.46,38.00,18.00
2/21 19:2:6,26.10,38.00,18.00
2/21 19:2:7,25.78,38.00,18.00
2/21 19:2:8,24.81,38.00,18.00
2/21 19:2:9,25.46,38.00,18.00
2/21 19:2:11,25.78,38.00,18.00
2/21 19:2:12,25.14,38.00,18.00
2/21 19:2:13,25.46,38.00,18.00
2/21 19:2:14,25.46,38.00,18.00
2/21 19:2:16,25.46,38.00,18.00
2/21 19:2:17,25.46,38.00,18.00
2/21 19:2:18,25.46,38.00,18.00
2/21 19:2:19,25.14,38.00,18.00
2/21 19:2:20,25.14,38.00,18.00
2/21 19:2:21,25.46,38.00,18.00
2/21 19:2:23,25.78,38.00,18.00
2/21 19:2:24,26.43,38.00,18.00
2/21 19:2:25,25.14,38.00,18.00
2/21 19:2:26,25.46,38.00,18.00
2/21 19:2:27,25.46,38.00,18.00
2/21 19:2:28,25.46,38.00,18.00
2/21 19:2:30,25.46,38.00,18.00
2/21 19:2:31,24.81,38.00,18.00
2/21 19:2:32,25.14,38.00,18.00
2/21 19:2:33,25.78,38.00,18.00
2/21 19:2:34,24.81,38.00,18.00
2/21 19:2:35,25.14,38.00,18.00
2/21 19:2:37,25.78,38.00,18.00
2/21 19:2:38,24.49,38.00,18.00
2/21 19:2:39,25.46,38.00,18.00
2/21 19:2:40,25.14,38.00,18.00
2/21 19:2:42,25.46,38.00,18.00
2/21 19:2:43,25.46,38.00,18.00
2/21 19:2:44,25.46,38.00,18.00
2/21 19:2:45,25.46,38.00,18.00
2/21 19:2:46,25.46,38.00,18.00
2/21 19:2:47,25.14,38.00,18.00
2/21 19:2:49,25.46,38.00,18.00
2/21 19:2:50,25.14,38.00,18.00
2/21 19:2:51,26.10,38.00,18.00
2/21 19:2:52,25.14,38.00,18.00
2/21 19:2:53,24.81,38.00,18.00
2/21 19:2:54,24.49,38.00,18.00
2/21 19:2:56,25.14,38.00,18.00
2/21 19:2:57,25.14,38.00,18.00
2/21 19:2:58,25.78,38.00,18.00
2/21 19:2:59,25.78,38.00,18.00
2/21 19:3:0,25.14,38.00,18.00
2/21 19:3:1,25.78,38.00,18.00
2/21 19:3:3,25.78,38.00,18.00
2/21 19:3:4,25.46,38.00,18.00
2/21 19:3:5,25.46,38.00,18.00
2/21 19:3:6,24.49,38.00,18.00
2/21 19:3:8,25.46,38.00,18.00
2/21 19:3:9,25.46,38.00,18.00
2/21 19:3:10,25.14,38.00,18.00
2/21 19:3:11,25.46,38.00,18.00
2/21 19:3:12,25.14,38.00,18.00
2/21 19:3:13,24.81,38.00,18.00
2/21 19:3:15,25.78,38.00,18.00
2/21 19:3:16,24.49,38.00,18.00
2/21 19:3:17,25.46,38.00,18.00
2/21 19:3:18,24.81,38.00,18.00
2/21 19:3:19,25.78,38.00,18.00
2/21 19:3:20,25.78,38.00,18.00
2/21 19:3:22,25.78,38.00,18.00
2/21 19:3:23,24.81,38.00,18.00
2/21 19:3:24,25.46,38.00,18.00
2/21 19:3:25,24.81,38.00,18.00
2/21 19:3:26,25.46,38.00,18.00
2/21 19:3:27,25.14,38.00,18.00
2/21 19:3:28,25.14,38.00,18.00
2/21 19:3:29,25.46,38.00,18.00
2/21 19:3:30,25.14,38.00,18.00
2/21 19:3:31,26.43,38.00,18.00
2/21 19:3:32,24.49,38.00,18.00
2/21 19:3:34,24.81,38.00,18.00
2/21 19:3:35,24.17,38.00,18.00
2/21 19:3:36,25.46,38.00,18.00
2/21 19:3:37,25.78,38.00,18.00
2/21 19:3:38,25.46,38.00,18.00
2/21 19:3:39,25.78,38.00,18.00
2/21 19:3:41,25.78,38.00,18.00
2/21 19:3:42,24.81,38.00,18.00
2/21 19:3:43,25.46,38.00,18.00
2/21 19:3:44,25.14,38.00,18.00
2/21 19:3:45,25.46,38.00,18.00
2/21 19:3:46,25.46,38.00,18.00
2/21 19:3:48,26.10,38.00,18.00
2/21 19:3:49,25.46,38.00,18.00
2/21 19:3:50,25.14,38.00,18.00
2/21 19:3:51,24.81,38.00,18.00
2/21 19:3:52,25.78,38.00,18.00
2/21 19:3:53,25.46,38.00,18.00
2/21 19:3:54,25.46,38.00,18.00
2/21 19:3:55,25.14,38.00,18.00
2/21 19:3:56,25.46,38.00,18.00
2/21 19:3:57,25.46,38.00,18.00
2/21 19:3:58,25.14,38.00,18.00
2/21 19:4:0,25.78,38.00,18.00
2/21 19:4:1,25.46,38.00,18.00
2/21 19:4:2,25.14,38.00,18.00
2/21 19:4:3,24.81,38.00,18.00
2/21 19:4:4,25.46,38.00,18.00
2/21 19:4:5,26.10,38.00,18.00
2/21 19:4:7,25.78,38.00,18.00
2/21 19:4:8,25.46,38.00,18.00
2/21 19:4:9,25.14,38.00,18.00
2/21 19:4:10,23.53,38.00,18.00
2/21 19:4:11,25.46,38.00,18.00
2/21 19:4:12,25.78,38.00,18.00
2/21 19:4:14,25.14,38.00,18.00
2/21 19:4:15,25.46,38.00,18.00
2/21 19:4:16,24.81,38.00,18.00
2/21 19:4:17,25.46,38.00,18.00
2/21 19:4:18,25.14,38.00,18.00
2/21 19:4:20,24.81,38.00,18.00
2/21 19:4:21,25.46,38.00,18.00
2/21 19:4:22,25.14,38.00,18.00
2/21 19:4:23,25.14,38.00,18.00
2/21 19:4:24,25.78,38.00,18.00
2/21 19:4:26,25.46,38.00,18.00
2/21 19:4:27,25.14,38.00,18.00
2/21 19:4:28,23.85,38.00,18.00
2/21 19:4:29,25.14,38.00,18.00
2/21 19:4:30,25.46,38.00,18.00
2/21 19:4:31,25.14,38.00,18.00
2/21 19:4:33,25.78,38.00,18.00
2/21 19:4:34,24.81,38.00,18.00
2/21 19:4:35,25.78,38.00,18.00
2/21 19:4:36,24.17,38.00,18.00
2/21 19:4:37,25.14,38.00,18.00
2/21 19:4:39,26.10,38.00,18.00
2/21 19:4:41,25.78,38.00,18.00
2/21 19:4:42,25.46,38.00,18.00
2/21 19:4:43,25.78,38.00,18.00
2/21 19:4:44,25.46,38.00,18.00
2/21 19:4:45,25.14,38.00,18.00
2/21 19:4:47,25.14,38.00,18.00
2/21 19:4:48,24.81,38.00,18.00
2/21 19:4:49,25.78,38.00,18.00
2/21 19:4:50,24.81,38.00,18.00
2/21 19:4:51,25.14,38.00,18.00
2/21 19:4:53,24.81,38.00,18.00
2/21 19:4:54,24.81,38.00,18.00
2/21 19:4:55,25.14,38.00,18.00
2/21 19:4:56,25.14,38.00,18.00
2/21 19:4:57,25.46,38.00,18.00
2/21 19:4:58,25.14,38.00,18.00
2/21 19:5:0,25.14,38.00,18.00
2/21 19:5:1,25.14,38.00,18.00
2/21 19:5:2,25.78,38.00,18.00
2/21 19:5:3,25.14,38.00,18.00
2/21 19:5:4,26.10,38.00,18.00
2/21 19:5:5,25.14,38.00,18.00
2/21 19:5:7,24.49,38.00,18.00
2/21 19:5:8,24.81,38.00,18.00
2/21 19:5:9,24.81,38.00,18.00
2/21 19:5:10,25.46,38.00,18.00
2/21 19:5:11,25.14,38.00,18.00
2/21 19:5:13,25.14,38.00,18.00
2/21 19:5:14,25.14,38.00,18.00
2/21 19:5:15,25.78,38.00,18.00
2/21 19:5:16,25.14,38.00,18.00
2/21 19:5:17,25.14,38.00,18.00
2/21 19:5:19,25.78,38.00,18.00
2/21 19:5:20,24.81,38.00,18.00
2/21 19:5:21,25.46,38.00,18.00
2/21 19:5:22,25.78,38.00,18.00
2/21 19:5:23,25.78,38.00,18.00
2/21 19:5:24,25.14,38.00,18.00
2/21 19:5:26,24.17,38.00,18.00
2/21 19:5:27,24.81,38.00,18.00
2/21 19:5:28,25.46,38.00,18.00
2/21 19:5:29,25.14,38.00,18.00
2/21 19:5:30,24.81,38.00,18.00
2/21 19:5:31,25.46,38.00,18.00
2/21 19:5:33,24.81,38.00,18.00
2/21 19:5:34,25.14,38.00,18.00
2/21 19:5:35,25.14,38.00,18.00
2/21 19:5:36,23.85,38.00,18.00
2/21 19:5:37,25.78,38.00,18.00
2/21 19:5:38,25.78,38.00,18.00
2/21 19:5:39,25.78,38.00,18.00
2/21 19:5:40,25.46,38.00,18.00
2/21 19:5:41,24.49,38.00,18.00
2/21 19:5:42,25.46,38.00,18.00
2/21 19:5:43,25.46,38.00,18.00
2/21 19:5:45,25.46,38.00,18.00
2/21 19:5:46,24.49,38.00,18.00
2/21 19:5:47,26.10,38.00,18.00
2/21 19:5:48,25.14,38.00,18.00
2/21 19:5:49,24.81,38.00,18.00
2/21 19:5:50,25.14,38.00,18.00
2/21 19:5:52,25.46,38.00,18.00
2/21 19:5:53,25.14,38.00,18.00
2/21 19:5:54,25.46,38.00,18.00
2/21 19:5:55,25.14,38.00,18.00
2/21 19:5:56,25.46,38.00,18.00
2/21 19:5:57,25.14,38.00,18.00
2/21 19:5:59,25.46,38.00,18.00
2/21 19:6:0,26.10,38.00,18.00
2/21 19:6:1,25.78,38.00,18.00
2/21 19:6:2,25.46,38.00,18.00
2/21 19:6:3,24.49,38.00,18.00
2/21 19:6:4,24.49,38.00,18.00
2/21 19:6:5,25.14,38.00,18.00
2/21 19:6:6,25.14,38.00,18.00
2/21 19:6:7,24.81,38.00,18.00
2/21 19:6:8,25.78,38.00,18.00
2/21 19:6:9,24.81,38.00,18.00
2/21 19:6:11,25.46,38.00,18.00
2/21 19:6:12,25.14,38.00,18.00
2/21 19:6:13,25.46,38.00,18.00
2/21 19:6:14,25.46,38.00,18.00
2/21 19:6:15,24.81,38.00,18.00
2/21 19:6:16,24.49,38.00,18.00
2/21 19:6:18,25.78,38.00,18.00
2/21 19:6:19,25.46,38.00,18.00
2/21 19:6:20,25.78,38.00,18.00
2/21 19:6:21,24.81,38.00,18.00
2/21 19:6:22,23.53,38.00,18.00
2/21 19:6:23,25.46,38.00,18.00
2/21 19:6:25,26.10,38.00,18.00
2/21 19:6:26,24.81,38.00,18.00
2/21 19:6:27,25.14,38.00,18.00
2/21 19:6:28,25.14,38.00,18.00
2/21 19:6:29,24.81,38.00,18.00
2/21 19:6:31,25.46,38.00,18.00
2/21 19:6:32,25.14,38.00,18.00
2/21 19:6:33,25.14,38.00,18.00
2/21 19:6:34,26.10,38.00,18.00
2/21 19:6:35,25.14,38.00,18.00
2/21 19:6:37,24.81,38.00,18.00
2/21 19:6:38,25.14,38.00,18.00
2/21 19:6:39,25.78,38.00,18.00
2/21 19:6:40,25.46,38.00,18.00
2/21 19:6:41,24.49,38.00,18.00
2/21 19:6:42,25.14,38.00,18.00
2/21 19:6:44,24.81,38.00,18.00
2/21 19:6:45,25.14,38.00,18.00
2/21 19:6:46,25.46,38.00,18.00
2/21 19:6:47,25.14,38.00,18.00
2/21 19:6:48,25.46,38.00,18.00
2/21 19:6:49,25.78,38.00,18.00
2/21 19:6:51,26.43,38.00,18.00
2/21 19:6:52,25.46,38.00,18.00
2/21 19:6:53,25.14,38.00,18.00
2/21 19:6:54,25.14,38.00,18.00
2/21 19:6:55,25.46,38.00,18.00
2/21 19:6:56,25.46,38.00,18.00
2/21 19:6:57,24.49,38.00,18.00
2/21 19:6:58,25.14,38.00,18.00
2/21 19:6:59,25.78,38.00,18.00
2/21 19:7:0,25.46,38.00,18.00
2/21 19:7:1,25.14,38.00,18.00
2/21 19:7:3,25.14,38.00,18.00
2/21 19:7:4,26.10,38.00,18.00
2/21 19:7:5,25.14,38.00,18.00
2/21 19:7:6,24.81,38.00,18.00
2/21 19:7:7,25.14,38.00,18.00
2/21 19:7:8,25.78,38.00,18.00
2/21 19:7:10,25.46,38.00,18.00
2/21 19:7:11,25.46,38.00,18.00
2/21 19:7:12,24.49,38.00,18.00
2/21 19:7:13,25.14,38.00,18.00
2/21 19:7:14,25.78,38.00,18.00
2/21 19:7:15,25.14,38.00,18.00
2/21 19:7:17,25.46,38.00,18.00
2/21 19:7:18,24.81,38.00,18.00
2/21 19:7:20,25.78,38.00,18.00
2/21 19:7:21,25.46,38.00,18.00
2/21 19:7:22,25.14,38.00,18.00
2/21 19:7:23,25.14,38.00,18.00
2/21 19:7:24,24.81,38.00,18.00
2/21 19:7:25,25.46,38.00,18.00
2/21 19:7:26,24.81,38.00,18.00
2/21 19:7:27,24.17,38.00,18.00
2/21 19:7:28,26.10,38.00,18.00
2/21 19:7:30,25.14,38.00,18.00
2/21 19:7:31,25.46,38.00,18.00
2/21 19:7:32,25.14,38.00,18.00
2/21 19:7:33,25.46,38.00,18.00
2/21 19:7:34,25.14,38.00,18.00
2/21 19:7:35,25.14,38.00,18.00
2/21 19:7:37,25.14,38.00,18.00
2/21 19:7:38,25.14,38.00,18.00
2/21 19:7:39,25.46,38.00,18.00
2/21 19:7:40,25.14,38.00,18.00
2/21 19:7:41,25.14,38.00,18.00
2/21 19:7:42,25.46,38.00,18.00
2/21 19:7:44,25.14,38.00,18.00
2/21 19:7:45,25.78,38.00,18.00
2/21 19:7:46,24.81,38.00,18.00
2/21 19:7:47,24.49,38.00,18.00
2/21 19:7:49,26.43,38.00,18.00
2/21 19:7:50,25.78,38.00,18.00
2/21 19:7:51,25.78,38.00,18.00
2/21 19:7:52,25.78,38.00,18.00
2/21 19:7:53,25.78,38.00,18.00
2/21 19:7:54,25.14,38.00,18.00
2/21 19:7:56,24.81,38.00,18.00
2/21 19:7:57,24.81,38.00,18.00
2/21 19:7:58,22.88,38.00,18.00
2/21 19:7:59,24.49,38.00,18.00
2/21 19:8:0,25.46,38.00,18.00
2/21 19:8:1,24.81,38.00,18.00
2/21 19:8:3,25.14,38.00,18.00
2/21 19:8:4,25.14,38.00,18.00
2/21 19:8:5,25.46,38.00,18.00
2/21 19:8:6,25.46,38.00,18.00
2/21 19:8:7,25.46,38.00,18.00
2/21 19:8:8,25.14,38.00,18.00
2/21 19:8:9,25.14,38.00,18.00
2/21 19:8:10,25.46,38.00,18.00
2/21 19:8:11,25.46,38.00,18.00
2/21 19:8:12,24.81,38.00,18.00
2/21 19:8:13,25.46,38.00,18.00
2/21 19:8:15,25.14,38.00,18.00
2/21 19:8:16,25.14,38.00,18.00
2/21 19:8:17,24.81,38.00,18.00
2/21 19:8:18,25.78,38.00,18.00
2/21 19:8:19,25.14,38.00,18.00
2/21 19:8:20,25.46,38.00,18.00
2/21 19:8:22,25.78,38.00,18.00
2/21 19:8:23,25.46,38.00,18.00
2/21 19:8:24,25.14,38.00,18.00
2/21 19:8:25,24.81,38.00,18.00
2/21 19:8:26,25.46,38.00,18.00
2/21 19:8:27,26.10,38.00,18.00
2/21 19:8:29,25.78,38.00,18.00
2/21 19:8:30,25.46,38.00,18.00
2/21 19:8:31,26.10,38.00,18.00
2/21 19:8:32,24.49,38.00,18.00
2/21 19:8:33,25.14,38.00,18.00
2/21 19:8:35,25.78,38.00,18.00
2/21 19:8:36,24.81,38.00,18.00
2/21 19:8:37,25.14,38.00,18.00
2/21 19:8:38,25.46,38.00,18.00
2/21 19:8:39,25.46,38.00,18.00
2/21 19:8:41,25.78,38.00,18.00
2/21 19:8:42,24.49,38.00,18.00
2/21 19:8:43,25.14,38.00,18.00
2/21 19:8:44,25.14,38.00,18.00
2/21 19:8:45,25.46,38.00,18.00
2/21 19:8:46,25.46,38.00,18.00
2/21 19:8:48,25.14,38.00,18.00
2/21 19:8:49,25.46,38.00,18.00
2/21 19:8:50,26.10,38.00,18.00
2/21 19:8:51,25.14,38.00,18.00
2/21 19:8:52,25.46,38.00,18.00
2/21 19:8:53,25.14,38.00,18.00
2/21 19:8:55,25.46,38.00,18.00
2/21 19:8:56,25.14,38.00,18.00
2/21 19:8:57,25.46,38.00,18.00
2/21 19:8:58,25.14,38.00,18.00
2/21 19:8:59,25.78,38.00,18.00
2/21 19:9:0,24.49,38.00,18.00
2/21 19:9:1,24.49,38.00,18.00
2/21 19:9:2,24.49,38.00,18.00
2/21 19:9:3,25.14,38.00,18.00
2/21 19:9:4,25.78,38.00,18.00
2/21 19:9:5,25.78,38.00,18.00
2/21 19:9:7,25.14,38.00,18.00
2/21 19:9:8,25.46,38.00,18.00
2/21 19:9:9,25.78,38.00,18.00
2/21 19:9:10,25.46,38.00,18.00
2/21 19:9:11,25.14,38.00,18.00
2/21 19:9:12,25.78,38.00,18.00
2/21 19:9:14,25.14,38.00,18.00
2/21 19:9:15,25.14,38.00,18.00
2/21 19:9:16,25.78,38.00,18.00
2/21 19:9:17,25.46,38.00,18.00
2/21 19:9:18,25.46,38.00,18.00
2/21 19:9:19,25.46,38.00,18.00
2/21 19:9:21,24.49,38.00,18.00
2/21 19:9:22,24.81,38.00,18.00
2/21 19:9:23,25.78,38.00,18.00
2/21 19:9:24,26.10,38.00,18.00
2/21 19:9:25,25.46,38.00,18.00
2/21 19:9:26,25.46,38.00,18.00
2/21 19:9:27,24.81,38.00,18.00
2/21 19:9:28,25.46,38.00,18.00
2/21 19:9:29,24.49,38.00,18.00
2/21 19:9:30,25.46,38.00,18.00
2/21 19:9:31,25.14,38.00,18.00
2/21 19:9:33,24.81,38.00,18.00
2/21 19:9:34,24.81,38.00,18.00
2/21 19:9:35,25.46,38.00,18.00
2/21 19:9:36,24.81,38.00,18.00
2/21 19:9:37,25.46,38.00,18.00
2/21 19:9:38,25.46,38.00,18.00
2/21 19:9:40,25.14,38.00,18.00
2/21 19:9:41,25.46,38.00,18.00
2/21 19:9:42,25.78,38.00,18.00
2/21 19:9:43,24.81,38.00,18.00
2/21 19:9:44,25.14,38.00,18.00
2/21 19:9:45,24.81,38.00,18.00
2/21 19:9:47,25.46,38.00,18.00
2/21 19:9:48,24.81,38.00,18.00
2/21 19:9:49,25.14,38.00,18.00
2/21 19:9:50,25.78,38.00,18.00
2/21 19:9:51,25.46,38.00,18.00
2/21 19:9:52,25.46,38.00,18.00
2/21 19:9:53,24.81,38.00,18.00
2/21 19:9:54,25.14,38.00,18.00
2/21 19:9:55,25.14,38.00,18.00
2/21 19:9:56,25.46,38.00,18.00
2/21 19:9:57,24.81,38.00,18.00
2/21 19:9:59,24.17,38.00,18.00
2/21 19:10:0,24.81,38.00,18.00
2/21 19:10:1,24.81,38.00,18.00
2/21 19:10:2,25.78,38.00,18.00
2/21 19:10:3,24.81,38.00,18.00
2/21 19:10:4,25.14,38.00,18.00
2/21 19:10:6,25.14,38.00,18.00
2/21 19:10:8,25.14,38.00,18.00
2/21 19:10:9,26.10,38.00,18.00
2/21 19:10:10,25.14,38.00,18.00
2/21 19:10:11,25.46,38.00,18.00
2/21 19:10:12,25.14,38.00,18.00
2/21 19:10:14,25.14,38.00,18.00
2/21 19:10:15,24.81,38.00,18.00
2/21 19:10:16,25.78,38.00,18.00
2/21 19:10:17,25.14,38.00,18.00
2/21 19:10:18,24.17,38.00,18.00
2/21 19:10:19,24.17,38.00,18.00
2/21 19:10:20,24.17,38.00,18.00
2/21 19:10:21,25.78,38.00,18.00
2/21 19:10:22,25.14,38.00,18.00
2/21 19:10:23,26.10,38.00,18.00
2/21 19:10:24,25.14,38.00,18.00
2/21 19:10:26,24.81,38.00,18.00
2/21 19:10:27,25.14,38.00,18.00
2/21 19:10:28,25.46,38.00,18.00
2/21 19:10:29,25.14,38.00,18.00
2/21 19:10:30,25.46,38.00,18.00
2/21 19:10:31,24.81,38.00,18.00
2/21 19:10:33,25.46,38.00,18.00
2/21 19:10:34,24.81,38.00,18.00
2/21 19:10:35,25.14,38.00,18.00
2/21 19:10:36,25.46,38.00,18.00
2/21 19:10:37,25.46,38.00,18.00
2/21 19:10:38,24.81,38.00,18.00
2/21 19:10:40,25.78,38.00,18.00
2/21 19:10:41,25.14,38.00,18.00
2/21 19:10:42,25.46,38.00,18.00
2/21 19:10:43,25.46,38.00,18.00
2/21 19:10:44,25.46,38.00,18.00
2/21 19:10:45,25.46,38.00,18.00
2/21 19:10:46,25.14,38.00,18.00
2/21 19:10:47,25.78,38.00,18.00
2/21 19:10:48,25.46,38.00,18.00
2/21 19:10:49,24.49,38.00,18.00
2/21 19:10:50,25.78,38.00,18.00
2/21 19:10:52,25.78,38.00,18.00
2/21 19:10:53,24.49,38.00,18.00
2/21 19:10:54,25.78,38.00,18.00
2/21 19:10:55,25.46,38.00,18.00
2/21 19:10:56,25.46,38.00,18.00
2/21 19:10:57,24.49,38.00,18.00
2/21 19:10:59,25.78,38.00,18.00
2/21 19:11:0,24.81,38.00,18.00
2/21 19:11:1,25.78,38.00,18.00
2/21 19:11:2,25.46,38.00,18.00
2/21 19:11:3,25.46,38.00,18.00
2/21 19:11:4,25.46,38.00,18.00
2/21 19:11:6,24.81,38.00,18.00
2/21 19:11:7,24.49,38.00,18.00
2/21 19:11:8,25.46,38.00,18.00
2/21 19:11:9,25.46,38.00,18.00
2/21 19:11:10,25.78,38.00,18.00
2/21 19:11:11,25.78,38.00,18.00
2/21 19:11:12,24.81,38.00,18.00
2/21 19:11:13,24.81,38.00,18.00
2/21 19:11:14,25.14,38.00,18.00
2/21 19:11:15,25.46,38.00,18.00
2/21 19:11:16,23.53,38.00,18.00
2/21 19:11:18,25.46,38.00,18.00
2/21 19:11:19,25.78,38.00,18.00
2/21 19:11:20,25.14,38.00,18.00
2/21 19:11:21,25.14,38.00,18.00
2/21 19:11:22,25.14,38.00,18.00
2/21 19:11:23,25.14,38.00,18.00
2/21 19:11:25,25.14,38.00,18.00
2/21 19:11:26,25.46,38.00,18.00
2/21 19:11:27,26.10,38.00,18.00
2/21 19:11:28,25.14,38.00,18.00
2/21 19:11:29,25.78,38.00,18.00
2/21 19:11:30,24.81,38.00,18.00
2/21 19:11:32,25.46,38.00,18.00
2/21 19:11:33,25.14,38.00,18.00
2/21 19:11:34,24.81,38.00,18.00
2/21 19:11:35,25.46,38.00,18.00
2/21 19:11:36,26.10,38.00,18.00
2/21 19:11:37,26.10,38.00,18.00
2/21 19:11:38,25.14,38.00,18.00
2/21 19:11:39,25.78,38.00,18.00
2/21 19:11:40,24.49,38.00,18.00
2/21 19:11:41,25.46,38.00,18.00
2/21 19:11:42,25.78,38.00,18.00
2/21 19:11:44,25.78,38.00,18.00
2/21 19:11:45,25.14,38.00,18.00
2/21 19:11:46,25.78,38.00,18.00
2/21 19:11:47,24.49,38.00,18.00
2/21 19:11:48,25.78,38.00,18.00
2/21 19:11:49,24.49,38.00,18.00
2/21 19:11:51,25.46,38.00,18.00
2/21 19:11:52,26.43,38.00,18.00
2/21 19:11:53,25.14,38.00,18.00
2/21 19:11:54,24.81,38.00,18.00
2/21 19:11:55,25.78,38.00,18.00
2/21 19:11:56,25.46,38.00,18.00
2/21 19:11:58,25.46,38.00,18.00
2/21 19:11:59,25.14,38.00,18.00
2/21 19:12:0,25.46,38.00,18.00
2/21 19:12:1,25.46,38.00,18.00
2/21 19:12:3,24.49,38.00,18.00
2/21 19:12:4,25.14,38.00,18.00
2/21 19:12:5,25.14,38.00,18.00
2/21 19:12:6,25.46,38.00,18.00
