DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/23 2:20:24,26,19.10,512,120,OFF,0
2/23 2:20:25,26,18.81,518,234,OFF,0
2/23 2:20:26,26,18.81,512,215,OFF,0
2/23 2:20:27,26,18.81,512,117,OFF,0
2/23 2:20:28,26,18.81,515,375,OFF,0
2/23 2:20:29,26,19.10,513,373,OFF,0
2/23 2:20:30,26,18.81,516,371,OFF,0
2/23 2:20:31,26,18.81,515,374,OFF,0
2/23 2:20:32,26,18.52,514,374,OFF,0
2/23 2:20:33,26,19.10,513,374,OFF,0
2/23 2:20:34,26,18.81,515,243,OFF,0
2/23 2:20:35,26,18.81,514,373,OFF,0
2/23 2:20:36,26,19.10,512,379,OFF,0
2/23 2:20:37,26,18.81,512,374,OFF,0
2/23 2:20:38,26,18.81,517,372,OFF,0
2/23 2:20:39,26,18.81,513,108,OFF,0
2/23 2:20:40,26,19.10,517,116,OFF,0
2/23 2:20:41,26,19.10,516,185,OFF,0
2/23 2:20:42,26,19.10,514,167,OFF,0
2/23 2:20:43,26,19.10,517,116,OFF,0
2/23 2:20:44,26,19.10,516,142,OFF,0
2/23 2:20:45,26,18.81,514,109,OFF,0
2/23 2:20:46,26,18.81,512,152,OFF,0
2/23 2:20:47,26,18.81,512,119,OFF,0
2/23 2:20:48,26,19.10,513,176,OFF,0
2/23 2:20:49,26,19.10,515,150,OFF,0
2/23 2:20:50,26,18.81,516,114,OFF,0
2/23 2:20:51,26,19.10,517,118,OFF,0
2/23 2:20:53,26,18.52,514,171,OFF,0
2/23 2:20:54,26,18.52,516,122,OFF,0
2/23 2:20:55,26,18.81,516,111,OFF,0
2/23 2:20:56,26,18.81,514,135,OFF,0
2/23 2:20:57,26,18.81,511,115,OFF,0
2/23 2:20:58,26,19.10,515,116,OFF,0
2/23 2:20:59,26,18.81,517,114,OFF,0
2/23 2:21:0,26,19.10,513,168,OFF,0
2/23 2:21:1,26,19.10,514,184,OFF,0
2/23 2:21:2,26,18.81,512,173,OFF,0
2/23 2:21:3,26,18.81,512,167,OFF,0
2/23 2:21:4,26,18.81,512,112,OFF,0
2/23 2:21:5,26,18.81,515,163,OFF,0
2/23 2:21:6,26,18.52,517,180,OFF,0
2/23 2:21:7,26,18.81,515,172,OFF,0
2/23 2:21:8,26,18.81,511,122,OFF,0
2/23 2:21:9,26,19.39,516,119,OFF,0
2/23 2:21:10,26,18.81,515,169,OFF,0
2/23 2:21:11,26,19.10,514,170,OFF,0
2/23 2:21:12,26,19.10,514,169,OFF,0
2/23 2:21:13,26,18.81,515,109,OFF,0
2/23 2:21:14,26,18.81,513,122,OFF,0
2/23 2:21:15,26,19.10,515,185,OFF,0
2/23 2:21:16,26,19.39,512,149,OFF,0
2/23 2:21:17,26,18.81,515,156,OFF,0
2/23 2:21:18,26,18.81,513,174,OFF,0
2/23 2:21:19,26,18.81,516,165,OFF,0
2/23 2:21:20,26,19.10,517,163,OFF,0
2/23 2:21:21,26,19.10,513,171,OFF,0
2/23 2:21:22,26,19.10,513,116,OFF,0
2/23 2:21:23,26,19.10,516,112,OFF,0
2/23 2:21:24,26,18.81,514,113,OFF,0
2/23 2:21:25,26,18.81,513,193,OFF,0
2/23 2:21:26,26,18.81,514,139,OFF,0
2/23 2:21:27,26,18.81,514,173,OFF,0
2/23 2:21:28,26,18.81,514,169,OFF,0
2/23 2:21:29,26,18.81,515,139,OFF,0
2/23 2:21:30,26,18.81,518,246,OFF,0
2/23 2:21:31,26,19.10,517,153,OFF,0
2/23 2:21:32,26,18.81,510,126,OFF,0
2/23 2:21:33,26,18.52,513,165,OFF,0
2/23 2:21:34,26,18.81,510,116,OFF,0
2/23 2:21:35,26,18.81,513,121,OFF,0
2/23 2:21:36,26,18.81,513,117,OFF,0
2/23 2:21:37,26,18.81,518,240,OFF,0
2/23 2:21:38,26,18.52,512,128,OFF,0
2/23 2:21:39,26,18.81,515,122,OFF,0
2/23 2:21:40,26,18.81,515,179,OFF,0
2/23 2:21:41,26,18.81,513,139,OFF,0
2/23 2:21:42,26,19.10,512,129,OFF,0
2/23 2:21:43,26,19.10,514,239,OFF,0
2/23 2:21:44,26,19.10,518,145,OFF,0
2/23 2:21:45,26,18.81,516,116,OFF,0
2/23 2:21:46,26,19.39,515,115,OFF,0
2/23 2:21:47,26,18.81,518,209,OFF,0
2/23 2:21:48,26,19.10,512,161,OFF,0
2/23 2:21:49,26,19.10,513,251,OFF,0
2/23 2:21:50,26,19.10,514,142,OFF,0
2/23 2:21:51,26,18.81,514,202,OFF,0
2/23 2:21:52,26,18.81,513,117,OFF,0
2/23 2:21:53,26,18.81,516,190,OFF,0
