DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/23 1:19:59,26,18.81,514,116,OFF,0
2/23 1:20:0,26,19.10,515,139,OFF,0
2/23 1:20:1,26,19.10,512,118,OFF,0
2/23 1:20:3,26,19.10,514,116,OFF,0
2/23 1:20:4,26,19.10,515,142,OFF,0
2/23 1:20:5,26,19.10,515,120,OFF,0
2/23 1:20:6,26,19.10,510,113,OFF,0
2/23 1:20:7,26,18.81,510,117,OFF,0
2/23 1:20:8,26,19.10,515,117,OFF,0
2/23 1:20:9,26,18.81,510,109,OFF,0
2/23 1:20:10,26,19.10,515,119,OFF,0
2/23 1:20:11,26,19.10,515,176,OFF,0
2/23 1:20:12,26,19.10,517,183,OFF,0
2/23 1:20:13,26,19.10,517,170,OFF,0
2/23 1:20:14,26,19.10,515,151,OFF,0
2/23 1:20:15,26,18.81,514,205,OFF,0
2/23 1:20:16,26,18.81,513,114,OFF,0
2/23 1:20:17,26,18.81,514,112,OFF,0
2/23 1:20:18,26,19.10,513,182,OFF,0
2/23 1:20:19,26,19.10,514,116,OFF,0
2/23 1:20:20,26,19.10,512,169,OFF,0
2/23 1:20:21,26,19.10,518,173,OFF,0
2/23 1:20:22,26,18.81,520,182,OFF,0
2/23 1:20:23,26,19.10,515,115,OFF,0
2/23 1:20:24,26,19.10,518,191,OFF,0
2/23 1:20:25,26,19.10,515,145,OFF,0
2/23 1:20:26,26,19.10,515,127,OFF,0
2/23 1:20:27,26,18.52,514,148,OFF,0
2/23 1:20:28,26,18.81,512,115,OFF,0
2/23 1:20:29,26,19.10,511,120,OFF,0
2/23 1:20:30,26,19.10,512,192,OFF,0
2/23 1:20:31,26,19.10,513,128,OFF,0
2/23 1:20:32,26,18.81,514,192,OFF,0
2/23 1:20:33,26,19.10,511,163,OFF,0
2/23 1:20:34,26,18.81,514,118,OFF,0
2/23 1:20:35,26,19.10,511,113,OFF,0
2/23 1:20:36,26,19.10,511,176,OFF,0
2/23 1:20:37,26,18.81,517,148,OFF,0
2/23 1:20:38,26,19.10,513,129,OFF,0
2/23 1:20:39,26,19.10,515,112,OFF,0
2/23 1:20:40,26,19.10,510,170,OFF,0
2/23 1:20:41,26,19.10,515,143,OFF,0
2/23 1:20:42,26,19.10,516,176,OFF,0
2/23 1:20:43,26,19.10,516,277,OFF,0
2/23 1:20:44,26,19.10,511,117,OFF,0
2/23 1:20:45,26,19.10,514,117,OFF,0
2/23 1:20:46,26,19.10,514,142,OFF,0
2/23 1:20:47,26,19.10,515,356,OFF,0
2/23 1:20:48,26,18.81,519,369,OFF,0
2/23 1:20:49,26,19.10,513,370,OFF,0
2/23 1:20:50,26,18.81,514,357,OFF,0
2/23 1:20:51,26,18.81,516,369,OFF,0
2/23 1:20:52,26,19.10,513,118,OFF,0
2/23 1:20:53,26,19.10,514,173,OFF,0
2/23 1:20:54,26,18.81,511,115,OFF,0
2/23 1:20:55,26,19.10,515,138,OFF,0
2/23 1:20:56,26,18.81,511,114,OFF,0
2/23 1:20:57,26,18.81,518,169,OFF,0
2/23 1:20:58,26,19.10,512,110,OFF,0
2/23 1:20:59,26,19.10,515,119,OFF,0
2/23 1:21:0,26,18.52,516,185,OFF,0
