DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/22 18:17:11,26,21.15,514,164,OFF,0
2/22 18:17:12,26,21.15,516,189,OFF,0
2/22 18:17:13,26,21.15,512,223,OFF,0
2/22 18:17:14,26,21.45,513,149,OFF,0
2/22 18:17:15,26,20.57,508,210,OFF,0
2/22 18:17:16,26,20.86,515,162,OFF,0
2/22 18:17:17,26,21.15,517,170,OFF,0
2/22 18:17:18,26,21.15,514,150,OFF,0
2/22 18:17:19,26,21.15,513,181,OFF,0
2/22 18:17:20,26,21.45,511,197,OFF,0
2/22 18:17:21,26,21.15,511,183,OFF,0
2/22 18:17:22,26,21.15,520,164,OFF,0
2/22 18:17:23,26,21.15,512,178,OFF,0
2/22 18:17:24,26,21.15,518,205,OFF,0
2/22 18:17:25,26,21.45,515,134,OFF,0
2/22 18:17:26,26,20.86,515,145,OFF,0
2/22 18:17:27,26,21.15,512,155,OFF,0
2/22 18:17:28,26,21.15,519,190,OFF,0
2/22 18:17:29,26,21.15,526,146,OFF,0
2/22 18:17:30,26,21.15,513,323,OFF,0
2/22 18:17:31,26,21.15,516,315,OFF,0
2/22 18:17:32,26,21.15,515,314,OFF,0
2/22 18:17:33,26,20.86,516,310,OFF,0
2/22 18:17:34,26,21.15,512,314,OFF,0
2/22 18:17:35,26,21.15,511,176,OFF,0
2/22 18:17:36,26,21.15,514,242,OFF,0
2/22 18:17:37,26,21.15,508,156,OFF,0
2/22 18:17:38,26,21.15,513,152,OFF,0
2/22 18:17:39,26,21.15,516,143,OFF,0
2/22 18:17:40,26,21.15,516,186,OFF,0
2/22 18:17:41,26,21.15,514,188,OFF,0
2/22 18:17:42,26,21.15,514,145,OFF,0
2/22 18:17:43,26,20.86,515,197,OFF,0
2/22 18:17:44,26,21.15,516,144,OFF,0
2/22 18:17:45,26,21.15,515,144,OFF,0
2/22 18:17:46,26,21.15,516,180,OFF,0
2/22 18:17:47,26,21.15,519,308,OFF,0
2/22 18:17:48,26,21.15,509,318,OFF,0
2/22 18:17:49,26,21.15,524,321,OFF,0
2/22 18:17:50,26,21.45,514,314,OFF,0
2/22 18:17:51,26,21.15,515,309,OFF,0
2/22 18:17:52,26,21.15,515,163,OFF,0
2/22 18:17:53,26,21.15,518,177,OFF,0
