DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/23 4:21:15,26,18.52,514,119,OFF,0
2/23 4:21:16,26,18.52,513,114,OFF,0
2/23 4:21:17,26,18.52,516,174,OFF,0
2/23 4:21:18,26,18.52,517,115,OFF,0
2/23 4:21:19,26,18.52,511,176,OFF,0
2/23 4:21:20,26,18.52,516,201,OFF,0
2/23 4:21:21,26,18.52,511,175,OFF,0
2/23 4:21:22,26,18.52,515,114,OFF,0
2/23 4:21:23,26,18.81,514,212,OFF,0
2/23 4:21:24,26,18.52,515,112,OFF,0
2/23 4:21:25,26,18.81,513,115,OFF,0
2/23 4:21:26,26,18.52,514,188,OFF,0
2/23 4:21:27,26,18.52,514,113,OFF,0
2/23 4:21:28,26,18.81,515,187,OFF,0
2/23 4:21:29,26,18.52,511,113,OFF,0
2/23 4:21:30,26,18.52,512,170,OFF,0
2/23 4:21:31,26,18.52,513,151,OFF,0
2/23 4:21:32,26,18.81,517,116,OFF,0
2/23 4:21:33,26,18.81,517,117,OFF,0
2/23 4:21:34,26,18.81,515,116,OFF,0
2/23 4:21:35,26,18.52,513,141,OFF,0
2/23 4:21:36,26,18.52,511,159,OFF,0
2/23 4:21:37,26,18.52,510,115,OFF,0
2/23 4:21:38,26,19.10,516,165,OFF,0
2/23 4:21:39,26,18.81,512,113,OFF,0
2/23 4:21:40,26,18.52,518,182,OFF,0
2/23 4:21:41,26,18.52,515,172,OFF,0
2/23 4:21:42,26,18.81,514,119,OFF,0
2/23 4:21:43,26,17.93,516,131,OFF,0
2/23 4:21:44,26,18.52,515,125,OFF,0
2/23 4:21:45,26,18.52,513,177,OFF,0
2/23 4:21:46,26,18.52,512,113,OFF,0
2/23 4:21:47,26,18.52,516,123,OFF,0
2/23 4:21:48,26,18.52,516,115,OFF,0
2/23 4:21:49,26,18.52,513,117,OFF,0
2/23 4:21:50,26,18.81,513,166,OFF,0
2/23 4:21:51,26,18.81,513,148,OFF,0
2/23 4:21:52,26,18.52,513,189,OFF,0
2/23 4:21:53,26,18.52,516,116,OFF,0
2/23 4:21:54,26,18.52,513,114,OFF,0
2/23 4:21:55,26,18.81,511,188,OFF,0
2/23 4:21:56,26,18.81,516,117,OFF,0
2/23 4:21:57,26,18.81,515,185,OFF,0
2/23 4:21:58,26,18.81,513,183,OFF,0
2/23 4:21:59,26,18.81,514,121,OFF,0
2/23 4:22:0,26,18.52,515,116,OFF,0
2/23 4:22:1,26,18.52,514,143,OFF,0
2/23 4:22:2,26,18.52,518,111,OFF,0
2/23 4:22:3,26,18.52,514,118,OFF,0
2/23 4:22:4,26,18.52,516,144,OFF,0
2/23 4:22:5,26,18.81,513,117,OFF,0
2/23 4:22:6,26,18.81,518,180,OFF,0
2/23 4:22:7,26,18.81,518,117,OFF,0
2/23 4:22:8,26,18.52,515,114,OFF,0
2/23 4:22:9,26,18.52,519,233,OFF,0
2/23 4:22:10,26,18.52,517,114,OFF,0
2/23 4:22:11,26,18.52,515,171,OFF,0
2/23 4:22:12,26,18.52,513,170,OFF,0
2/23 4:22:13,26,18.52,515,120,OFF,0
2/23 4:22:14,26,18.81,512,116,OFF,0
2/23 4:22:15,26,18.81,511,217,OFF,0
2/23 4:22:16,26,18.81,515,116,OFF,0
2/23 4:22:17,26,18.52,516,115,OFF,0
2/23 4:22:18,26,18.52,517,171,OFF,0
2/23 4:22:19,26,18.52,515,146,OFF,0
2/23 4:22:20,26,18.52,509,119,OFF,0
2/23 4:22:21,26,18.81,515,176,OFF,0
2/23 4:22:22,26,18.81,513,117,OFF,0
2/23 4:22:23,26,18.52,516,196,OFF,0
2/23 4:22:24,26,18.52,512,115,OFF,0
