DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/22 21:18:25,26,20.27,515,128,OFF,0
2/22 21:18:26,26,20.27,514,137,OFF,0
2/22 21:18:27,26,20.27,518,344,OFF,0
2/22 21:18:28,26,20.27,519,345,OFF,0
2/22 21:18:29,26,20.27,514,347,OFF,0
2/22 21:18:30,26,19.98,520,347,OFF,0
2/22 21:18:31,26,20.27,516,345,OFF,0
2/22 21:18:32,26,20.86,517,344,OFF,0
2/22 21:18:33,26,19.98,513,344,OFF,0
2/22 21:18:34,26,20.27,520,346,OFF,0
2/22 21:18:35,26,20.27,518,347,OFF,0
2/22 21:18:36,26,20.27,518,211,OFF,0
2/22 21:18:37,26,20.27,518,146,OFF,0
2/22 21:18:38,26,20.27,516,176,OFF,0
2/22 21:18:39,26,20.27,517,145,OFF,0
2/22 21:18:40,26,20.86,516,180,OFF,0
2/22 21:18:41,26,20.27,517,237,OFF,0
2/22 21:18:42,26,20.27,517,133,OFF,0
2/22 21:18:43,26,20.27,517,171,OFF,0
2/22 21:18:44,26,20.27,513,176,OFF,0
2/22 21:18:45,26,20.27,513,132,OFF,0
2/22 21:18:46,26,21.15,511,336,OFF,0
2/22 21:18:47,26,20.27,520,338,OFF,0
2/22 21:18:48,26,20.57,514,338,OFF,0
2/22 21:18:49,26,20.27,520,338,OFF,0
2/22 21:18:50,26,20.27,511,125,OFF,0
2/22 21:18:51,26,20.27,512,199,OFF,0
2/22 21:18:52,26,20.27,505,333,OFF,0
2/22 21:18:53,26,20.27,510,335,OFF,0
2/22 21:18:54,26,20.27,514,335,OFF,0
2/22 21:18:55,26,20.27,511,339,OFF,0
2/22 21:18:56,26,20.27,508,334,OFF,0
2/22 21:18:57,26,20.57,516,225,OFF,0
2/22 21:18:58,26,19.98,515,171,OFF,0
2/22 21:18:59,26,19.98,519,182,OFF,0
2/22 21:19:0,26,20.57,516,134,OFF,0
2/22 21:19:1,26,20.27,519,128,OFF,0
2/22 21:19:2,26,20.27,511,155,OFF,0
2/22 21:19:3,26,20.27,511,189,OFF,0
2/22 21:19:4,26,20.27,518,128,OFF,0
2/22 21:19:5,26,20.27,516,168,OFF,0
2/22 21:19:6,26,20.27,516,136,OFF,0
2/22 21:19:7,26,20.27,512,130,OFF,0
2/22 21:19:8,26,19.98,519,152,OFF,0
2/22 21:19:9,26,20.27,515,132,OFF,0
2/22 21:19:10,26,20.57,512,125,OFF,0
2/22 21:19:11,26,20.57,510,129,OFF,0
2/22 21:19:12,26,20.27,513,177,OFF,0
2/22 21:19:13,26,20.27,511,171,OFF,0
2/22 21:19:14,26,20.27,513,174,OFF,0
2/22 21:19:15,26,20.27,510,141,OFF,0
2/22 21:19:16,26,20.27,517,165,OFF,0
2/22 21:19:17,26,20.27,518,175,OFF,0
2/22 21:19:18,26,20.27,517,133,OFF,0
2/22 21:19:19,26,20.27,519,178,OFF,0
2/22 21:19:20,26,20.27,516,334,OFF,0
2/22 21:19:21,26,20.27,508,336,OFF,0
2/22 21:19:22,26,20.27,516,340,OFF,0
2/22 21:19:23,26,20.27,512,337,OFF,0
2/22 21:19:24,26,20.27,517,345,OFF,0
2/22 21:19:25,26,20.27,519,336,OFF,0
2/22 21:19:26,26,20.27,519,341,OFF,0
2/22 21:19:27,26,20.27,519,339,OFF,0
2/22 21:19:28,26,20.27,518,337,OFF,0
2/22 21:19:29,26,20.27,516,337,OFF,0
2/22 21:19:30,26,20.27,509,333,OFF,0
2/22 21:19:31,26,20.27,514,340,OFF,0
2/22 21:19:32,26,20.27,514,337,OFF,0
2/22 21:19:33,26,20.27,523,333,OFF,0
2/22 21:19:34,26,20.27,512,335,OFF,0
2/22 21:19:35,26,20.27,516,335,OFF,0
2/22 21:19:36,26,20.27,505,339,OFF,0
2/22 21:19:37,26,20.27,511,145,OFF,0
2/22 21:19:38,26,20.27,510,343,OFF,0
2/22 21:19:39,26,20.27,525,337,OFF,0
2/22 21:19:40,26,20.27,513,341,OFF,0
2/22 21:19:41,26,19.98,513,342,OFF,0
2/22 21:19:42,26,20.27,517,341,OFF,0
2/22 21:19:43,26,20.86,507,339,OFF,0
2/22 21:19:44,26,20.27,519,337,OFF,0
2/22 21:19:45,26,19.98,514,153,OFF,0
2/22 21:19:46,26,20.57,518,133,OFF,0
2/22 21:19:47,26,20.27,516,192,OFF,0
2/22 21:19:48,26,20.27,514,142,OFF,0
2/22 21:19:49,26,20.27,518,160,OFF,0
2/22 21:19:50,26,20.27,514,171,OFF,0
2/22 21:19:51,26,19.98,519,185,OFF,0
2/22 21:19:52,26,20.27,511,150,OFF,0
2/22 21:19:53,26,20.27,515,169,OFF,0
2/22 21:19:54,26,19.69,513,134,OFF,0
2/22 21:19:55,26,20.27,510,181,OFF,0
2/22 21:19:56,26,20.57,514,217,OFF,0
2/22 21:19:57,26,20.27,509,136,OFF,0
2/22 21:19:58,26,19.98,515,142,OFF,0
2/22 21:19:59,26,20.27,515,162,OFF,0
2/22 21:20:0,26,20.27,519,145,OFF,0
2/22 21:20:1,26,20.27,515,170,OFF,0
2/22 21:20:2,26,19.98,513,201,OFF,0
2/22 21:20:3,26,20.27,515,148,OFF,0
2/22 21:20:4,26,20.57,513,133,OFF,0
2/22 21:20:5,26,20.27,511,136,OFF,0
2/22 21:20:6,26,20.27,512,144,OFF,0
2/22 21:20:7,26,20.27,517,134,OFF,0
2/22 21:20:8,26,20.27,514,174,OFF,0
2/22 21:20:9,26,19.98,513,173,OFF,0
2/22 21:20:10,26,20.27,513,136,OFF,0
2/22 21:20:11,26,20.27,513,131,OFF,0
2/22 21:20:12,26,20.27,511,133,OFF,0
2/22 21:20:13,26,20.27,511,173,OFF,0
2/22 21:20:14,26,20.27,517,143,OFF,0
2/22 21:20:15,26,20.27,512,172,OFF,0
2/22 21:20:16,26,20.27,521,129,OFF,0
2/22 21:20:17,26,20.27,517,138,OFF,0
2/22 21:20:18,26,20.27,518,157,OFF,0
2/22 21:20:19,26,20.27,520,128,OFF,0
2/22 21:20:20,26,20.27,516,147,OFF,0
2/22 21:20:21,26,20.27,511,131,OFF,0
2/22 21:20:22,26,20.57,507,148,OFF,0
2/22 21:20:23,26,20.27,515,128,OFF,0
2/22 21:20:24,26,19.98,517,227,OFF,0
2/22 21:20:25,26,20.27,516,173,OFF,0
2/22 21:20:26,26,20.27,520,178,OFF,0
2/22 21:20:27,26,20.27,515,168,OFF,0
2/22 21:20:28,26,19.98,517,125,OFF,0
2/22 21:20:29,26,20.27,506,191,OFF,0
2/22 21:20:30,26,20.27,506,162,OFF,0
2/22 21:20:31,26,20.27,519,168,OFF,0
2/22 21:20:33,26,19.69,513,127,OFF,0
2/22 21:20:34,26,20.27,523,211,OFF,0
2/22 21:20:35,26,20.27,517,136,OFF,0
2/22 21:20:36,26,20.27,514,177,OFF,0
2/22 21:20:37,26,20.27,515,153,OFF,0
2/22 21:20:38,26,20.27,511,150,OFF,0
2/22 21:20:39,26,20.27,512,164,OFF,0
2/22 21:20:40,26,20.27,513,174,OFF,0
2/22 21:20:41,26,20.27,526,176,OFF,0
2/22 21:20:42,26,20.27,513,136,OFF,0
2/22 21:20:43,26,20.27,518,134,OFF,0
2/22 21:20:44,26,20.57,511,136,OFF,0
2/22 21:20:45,26,20.27,512,183,OFF,0
2/22 21:20:46,26,20.27,515,146,OFF,0
2/22 21:20:47,26,20.27,525,177,OFF,0
2/22 21:20:48,26,20.27,513,189,OFF,0
2/22 21:20:49,26,20.27,520,177,OFF,0
2/22 21:20:50,26,20.27,514,176,OFF,0
2/22 21:20:51,26,20.27,511,174,OFF,0
2/22 21:20:52,26,20.27,516,131,OFF,0
2/22 21:20:53,26,19.98,514,172,OFF,0
2/22 21:20:54,26,20.27,514,140,OFF,0
2/22 21:20:55,26,20.27,507,146,OFF,0
2/22 21:20:56,26,20.27,511,160,OFF,0
2/22 21:20:57,26,20.27,512,131,OFF,0
2/22 21:20:58,26,20.27,518,133,OFF,0
2/22 21:20:59,26,20.27,507,166,OFF,0
2/22 21:21:0,26,20.27,525,166,OFF,0
2/22 21:21:1,26,20.57,513,157,OFF,0
2/22 21:21:2,26,20.27,510,186,OFF,0
2/22 21:21:3,26,20.27,510,179,OFF,0
2/22 21:21:4,26,20.27,512,154,OFF,0
2/22 21:21:5,26,20.27,513,142,OFF,0
2/22 21:21:6,26,20.27,518,164,OFF,0
2/22 21:21:7,26,20.27,513,317,OFF,0
2/22 21:21:8,26,20.27,515,336,OFF,0
2/22 21:21:9,26,20.27,507,322,OFF,0
2/22 21:21:10,26,19.98,511,331,OFF,0
2/22 21:21:11,26,20.27,512,328,OFF,0
2/22 21:21:12,26,20.27,512,325,OFF,0
2/22 21:21:13,26,19.98,516,132,OFF,0
2/22 21:21:14,26,19.98,514,139,OFF,0
2/22 21:21:15,26,19.98,515,134,OFF,0
2/22 21:21:16,26,20.27,520,143,OFF,0
2/22 21:21:17,26,20.27,514,142,OFF,0
2/22 21:21:18,26,19.98,511,146,OFF,0
2/22 21:21:19,26,20.27,515,188,OFF,0
2/22 21:21:20,26,20.27,518,167,OFF,0
2/22 21:21:21,26,20.27,514,133,OFF,0
2/22 21:21:22,26,20.27,513,141,OFF,0
2/22 21:21:23,26,20.27,514,236,OFF,0
2/22 21:21:24,26,20.27,516,132,OFF,0
2/22 21:21:25,26,20.27,514,144,OFF,0
2/22 21:21:26,26,20.27,518,131,OFF,0
2/22 21:21:27,26,20.27,513,135,OFF,0
2/22 21:21:28,26,20.27,516,170,OFF,0
2/22 21:21:29,26,20.27,514,137,OFF,0
2/22 21:21:30,26,20.27,516,141,OFF,0
2/22 21:21:31,26,20.27,512,135,OFF,0
2/22 21:21:32,26,19.98,510,186,OFF,0
2/22 21:21:33,26,20.27,514,199,OFF,0
2/22 21:21:34,26,20.27,516,174,OFF,0
2/22 21:21:35,26,20.27,513,138,OFF,0
2/22 21:21:36,26,20.27,514,191,OFF,0
2/22 21:21:37,26,20.27,511,156,OFF,0
2/22 21:21:38,26,20.27,520,230,OFF,0
2/22 21:21:39,26,20.27,518,132,OFF,0
2/22 21:21:40,26,20.27,517,191,OFF,0
2/22 21:21:41,26,20.27,515,286,OFF,0
2/22 21:21:42,26,21.15,517,182,OFF,0
2/22 21:21:43,26,20.27,509,135,OFF,0
2/22 21:21:44,26,20.27,513,138,OFF,0
2/22 21:21:45,26,20.27,521,186,OFF,0
2/22 21:21:46,26,20.27,513,152,OFF,0
2/22 21:21:47,26,20.27,515,133,OFF,0
2/22 21:21:48,26,20.27,515,190,OFF,0
2/22 21:21:49,26,20.27,513,316,OFF,0
2/22 21:21:50,26,20.27,515,318,OFF,0
2/22 21:21:51,26,20.27,513,313,OFF,0
2/22 21:21:52,26,20.27,507,327,OFF,0
2/22 21:21:53,26,20.27,514,321,OFF,0
2/22 21:21:54,26,20.27,514,180,OFF,0
2/22 21:21:55,26,20.27,516,152,OFF,0
2/22 21:21:56,26,20.57,511,174,OFF,0
2/22 21:21:57,26,20.27,509,132,OFF,0
2/22 21:21:58,26,20.27,515,135,OFF,0
2/22 21:21:59,26,20.27,514,141,OFF,0
2/22 21:22:0,26,20.27,515,202,OFF,0
2/22 21:22:1,26,20.27,517,152,OFF,0
2/22 21:22:2,26,20.27,512,132,OFF,0
2/22 21:22:3,26,20.27,512,139,OFF,0
2/22 21:22:4,26,20.27,524,159,OFF,0
2/22 21:22:5,26,20.27,516,172,OFF,0
2/22 21:22:6,26,20.27,515,136,OFF,0
2/22 21:22:7,26,20.27,518,166,OFF,0
2/22 21:22:8,26,20.27,508,138,OFF,0
2/22 21:22:9,26,20.57,513,181,OFF,0
2/22 21:22:10,26,20.27,510,135,OFF,0
2/22 21:22:11,26,20.27,510,160,OFF,0
2/22 21:22:12,26,20.27,518,134,OFF,0
2/22 21:22:13,26,20.27,511,178,OFF,0
2/22 21:22:14,26,19.69,512,133,OFF,0
2/22 21:22:15,26,19.98,517,330,OFF,0
2/22 21:22:16,26,19.69,512,323,OFF,0
2/22 21:22:17,26,20.27,523,320,OFF,0
2/22 21:22:18,26,20.27,516,317,OFF,0
2/22 21:22:19,26,20.27,514,320,OFF,0
2/22 21:22:20,26,20.57,517,137,OFF,0
2/22 21:22:21,26,20.27,515,181,OFF,0
2/22 21:22:22,26,20.27,509,176,OFF,0
2/22 21:22:23,26,20.27,509,190,OFF,0
2/22 21:22:24,26,20.27,514,165,OFF,0
2/22 21:22:25,26,19.69,510,170,OFF,0
2/22 21:22:26,26,20.27,516,150,OFF,0
2/22 21:22:27,26,20.27,512,140,OFF,0
2/22 21:22:28,26,20.27,515,137,OFF,0
2/22 21:22:29,26,20.27,521,134,OFF,0
2/22 21:22:30,26,20.27,521,136,OFF,0
2/22 21:22:31,26,20.27,519,147,OFF,0
2/22 21:22:32,26,20.27,515,126,OFF,0
2/22 21:22:33,26,20.27,518,142,OFF,0
2/22 21:22:34,26,20.27,518,138,OFF,0
2/22 21:22:35,26,20.27,516,173,OFF,0
