DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/22 22:18:44,26,19.98,520,209,OFF,0
2/22 22:18:45,26,19.69,524,143,OFF,0
2/22 22:18:46,26,19.98,508,142,OFF,0
2/22 22:18:47,26,19.69,517,184,OFF,0
2/22 22:18:48,26,19.69,518,138,OFF,0
2/22 22:18:49,26,19.98,517,174,OFF,0
2/22 22:18:50,26,19.69,516,151,OFF,0
2/22 22:18:51,26,19.39,524,141,OFF,0
2/22 22:18:52,26,19.98,515,155,OFF,0
2/22 22:18:53,26,19.69,511,169,OFF,0
2/22 22:18:54,26,19.69,522,182,OFF,0
2/22 22:18:55,26,19.69,515,129,OFF,0
2/22 22:18:56,26,19.69,509,255,OFF,0
2/22 22:18:57,26,19.69,515,193,OFF,0
2/22 22:18:58,26,19.69,509,141,OFF,0
2/22 22:18:59,26,19.69,514,175,OFF,0
2/22 22:19:0,26,19.69,516,208,OFF,0
2/22 22:19:1,26,19.69,517,246,OFF,0
2/22 22:19:2,26,19.69,507,140,OFF,0
2/22 22:19:3,26,19.69,512,216,OFF,0
2/22 22:19:4,26,19.39,519,177,OFF,0
2/22 22:19:5,26,19.69,511,135,OFF,0
2/22 22:19:6,26,19.98,517,148,OFF,0
2/22 22:19:7,26,19.98,513,169,OFF,0
2/22 22:19:8,26,19.69,514,350,OFF,0
2/22 22:19:9,26,19.69,511,353,OFF,0
2/22 22:19:10,26,19.69,508,351,OFF,0
2/22 22:19:11,26,19.69,513,349,OFF,0
2/22 22:19:12,26,19.69,508,349,OFF,0
2/22 22:19:13,26,19.98,514,353,OFF,0
2/22 22:19:14,26,20.27,514,350,OFF,0
2/22 22:19:15,26,19.69,510,350,OFF,0
2/22 22:19:16,26,19.69,513,355,OFF,0
2/22 22:19:17,26,19.69,513,138,OFF,0
2/22 22:19:18,26,19.39,521,155,OFF,0
2/22 22:19:19,26,19.98,513,136,OFF,0
2/22 22:19:20,26,19.69,519,131,OFF,0
2/22 22:19:21,26,19.69,517,198,OFF,0
2/22 22:19:22,26,19.69,517,178,OFF,0
2/22 22:19:23,26,19.69,515,146,OFF,0
2/22 22:19:24,26,19.69,518,155,OFF,0
2/22 22:19:25,26,19.98,513,152,OFF,0
2/22 22:19:26,26,19.69,513,133,OFF,0
2/22 22:19:27,26,19.69,512,132,OFF,0
2/22 22:19:28,26,19.10,513,160,OFF,0
2/22 22:19:29,26,19.69,511,132,OFF,0
2/22 22:19:30,26,19.69,515,128,OFF,0
2/22 22:19:31,26,19.69,517,198,OFF,0
2/22 22:19:32,26,19.69,513,180,OFF,0
2/22 22:19:33,26,19.69,515,136,OFF,0
2/22 22:19:34,26,19.69,505,136,OFF,0
2/22 22:19:35,26,19.69,509,129,OFF,0
2/22 22:19:36,26,19.69,509,154,OFF,0
2/22 22:19:37,26,19.69,511,189,OFF,0
2/22 22:19:38,26,19.69,515,166,OFF,0
2/22 22:19:39,26,19.69,515,147,OFF,0
2/22 22:19:40,26,19.39,519,175,OFF,0
2/22 22:19:41,26,19.69,518,123,OFF,0
2/22 22:19:42,26,19.98,515,177,OFF,0
2/22 22:19:43,26,19.69,514,177,OFF,0
2/22 22:19:44,26,19.69,522,135,OFF,0
2/22 22:19:45,26,19.69,516,213,OFF,0
2/22 22:19:46,26,19.69,523,258,OFF,0
2/22 22:19:47,26,20.27,515,161,OFF,0
2/22 22:19:48,26,19.69,515,240,OFF,0
2/22 22:19:49,26,19.69,516,188,OFF,0
2/22 22:19:50,26,19.69,516,140,OFF,0
2/22 22:19:52,26,19.69,516,198,OFF,0
2/22 22:19:53,26,19.69,513,196,OFF,0
2/22 22:19:54,26,20.27,520,172,OFF,0
2/22 22:19:55,26,19.69,519,223,OFF,0
2/22 22:19:56,26,19.69,510,136,OFF,0
2/22 22:19:57,26,19.69,511,190,OFF,0
2/22 22:19:58,26,19.98,512,176,OFF,0
2/22 22:19:59,26,19.69,515,137,OFF,0
2/22 22:20:0,26,19.69,511,163,OFF,0
2/22 22:20:1,26,19.10,512,174,OFF,0
2/22 22:20:2,26,19.69,515,154,OFF,0
2/22 22:20:3,26,19.69,522,174,OFF,0
2/22 22:20:4,26,19.39,518,151,OFF,0
2/22 22:20:5,26,19.69,504,174,OFF,0
2/22 22:20:6,26,19.69,511,179,OFF,0
2/22 22:20:7,26,19.69,514,176,OFF,0
2/22 22:20:8,26,19.69,512,134,OFF,0
2/22 22:20:9,26,19.69,516,134,OFF,0
2/22 22:20:10,26,19.69,512,208,OFF,0
2/22 22:20:11,26,19.69,512,162,OFF,0
2/22 22:20:12,26,19.10,512,253,OFF,0
2/22 22:20:13,26,19.69,521,353,OFF,0
2/22 22:20:14,26,19.69,515,356,OFF,0
2/22 22:20:15,26,19.39,516,356,OFF,0
2/22 22:20:16,26,19.69,512,353,OFF,0
2/22 22:20:17,26,19.69,508,138,OFF,0
2/22 22:20:18,26,19.69,515,229,OFF,0
2/22 22:20:19,26,19.69,520,175,OFF,0
2/22 22:20:20,26,19.69,521,180,OFF,0
2/22 22:20:21,26,19.69,521,155,OFF,0
2/22 22:20:22,26,19.69,513,130,OFF,0
2/22 22:20:23,26,19.69,507,188,OFF,0
2/22 22:20:24,26,19.39,519,184,OFF,0
2/22 22:20:25,26,19.69,513,132,OFF,0
2/22 22:20:26,26,19.10,512,194,OFF,0
2/22 22:20:27,26,19.39,514,155,OFF,0
2/22 22:20:28,26,19.69,518,187,OFF,0
2/22 22:20:29,26,19.69,518,160,OFF,0
2/22 22:20:30,26,19.69,517,139,OFF,0
2/22 22:20:31,26,19.39,514,143,OFF,0
2/22 22:20:32,26,19.69,511,127,OFF,0
2/22 22:20:33,26,19.69,517,179,OFF,0
2/22 22:20:34,26,20.27,513,136,OFF,0
2/22 22:20:35,26,19.69,511,132,OFF,0
2/22 22:20:36,26,19.39,514,346,OFF,0
2/22 22:20:37,26,19.69,517,353,OFF,0
2/22 22:20:38,26,19.69,514,352,OFF,0
2/22 22:20:39,26,19.69,511,354,OFF,0
2/22 22:20:40,26,19.39,515,130,OFF,0
2/22 22:20:41,26,19.69,513,351,OFF,0
